,id,url,Artist,PC1,PC2,PC3,clust
12735,0VlpgNPHWCyh8xxLcaK2fp,https://open.spotify.com/track/0VlpgNPHWCyh8xxLcaK2fp,Lil Durk,-0.360446294,-0.276991537,-0.294947092,1
12743,08CG6gsTUz2SMdKMycSGKZ,https://open.spotify.com/track/08CG6gsTUz2SMdKMycSGKZ,Lil Durk,-0.402941249,-0.145495262,-0.362848369,1
12753,0sCkHBfGbwsQF2OajrfxsM,https://open.spotify.com/track/0sCkHBfGbwsQF2OajrfxsM,MY FIRST STORY,-0.3792738,-0.343938894,-0.296952179,1
12755,60KzAunVkEwPkMGrqLKYjQ,https://open.spotify.com/track/60KzAunVkEwPkMGrqLKYjQ,MY FIRST STORY,-0.38444433,-0.357400928,-0.391121426,1
12764,3NfKXjvzsP17Tra55CffOO,https://open.spotify.com/track/3NfKXjvzsP17Tra55CffOO,MY FIRST STORY,-0.373289233,-0.377785507,-0.389847034,1
12766,1PiqBod2OqGJub07PAkoGx,https://open.spotify.com/track/1PiqBod2OqGJub07PAkoGx,CKay,-0.406662496,-0.113938242,-0.336635248,1
12779,4cacyP5c3PMlfnyjpg13xW,https://open.spotify.com/track/4cacyP5c3PMlfnyjpg13xW,Yung Gravy,-0.366356029,-0.379268237,-0.383507661,1
12784,0tCawDFGC71YFz5K0nB8Sy,https://open.spotify.com/track/0tCawDFGC71YFz5K0nB8Sy,Harley,-0.401742537,-0.034901971,-0.281117933,1
12801,01VmJGbwBz19j21aYqR6Ju,https://open.spotify.com/track/01VmJGbwBz19j21aYqR6Ju,Grupo Frontera,-0.360055395,-0.236158767,-0.081766908,1
12803,1ExVxkQdW1Wb5Z8JEIz5FB,https://open.spotify.com/track/1ExVxkQdW1Wb5Z8JEIz5FB,Grupo Frontera,-0.404176511,-0.153362446,-0.249705273,1
12820,3i7qScF9Oyp31O9bAutJez,https://open.spotify.com/track/3i7qScF9Oyp31O9bAutJez,A.R. Rahman,-0.362000898,-0.287108174,-0.265760668,1
12828,5mg3VB3Qh7jcR5kAAC4DSV,https://open.spotify.com/track/5mg3VB3Qh7jcR5kAAC4DSV,FIFTY FIFTY,-0.415102512,-0.019198116,-0.190277971,1
12830,5UwtK1ivT8kvtVmN8886VC,https://open.spotify.com/track/5UwtK1ivT8kvtVmN8886VC,FIFTY FIFTY,-0.372051347,-0.230652405,-0.257942425,1
12832,741UUVE2kuITl0c6zuqqbO,https://open.spotify.com/track/741UUVE2kuITl0c6zuqqbO,Nicki Minaj,-0.440208574,0.003766568,-0.391436392,1
12833,2FDTHlrBguDzQkp7PVj16Q,https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q,Dave,-0.378029861,-0.237957268,-0.357923533,1
12859,04WxWo7XeVyx22xEsrWRUb,https://open.spotify.com/track/04WxWo7XeVyx22xEsrWRUb,Travis Scott,-0.403115456,-0.145822274,-0.288304457,1
12866,4GL9GMX9t7Qkprvf1YighZ,https://open.spotify.com/track/4GL9GMX9t7Qkprvf1YighZ,Travis Scott,-0.394304753,-0.254275177,-0.386315462,1
12869,7EiUtdeoWcKqLi5ELZCjYf,https://open.spotify.com/track/7EiUtdeoWcKqLi5ELZCjYf,Travis Scott,-0.392424416,-0.217250719,-0.378040638,1
12870,0a4SMs889NwP8oWI7Vemle,https://open.spotify.com/track/0a4SMs889NwP8oWI7Vemle,Travis Scott,-0.384911047,-0.161761498,-0.199222523,1
12875,5NhLA2P7AiV3cloVmwtwLS,https://open.spotify.com/track/5NhLA2P7AiV3cloVmwtwLS,Tainy,-0.394219468,-0.326344045,-0.472398063,1
12877,2PFPDjSJpeZE889648rbUP,https://open.spotify.com/track/2PFPDjSJpeZE889648rbUP,Tainy,-0.383837608,-0.32014299,-0.373011073,1
12883,0hDE81j4N2DPLbEY4tiCDs,https://open.spotify.com/track/0hDE81j4N2DPLbEY4tiCDs,Tainy,-0.379270622,-0.388951626,-0.460153643,1
12891,2m8V3evS07OnhatBWyh0Nt,https://open.spotify.com/track/2m8V3evS07OnhatBWyh0Nt,Tainy,-0.337122214,-0.444918061,-0.19683363,1
12895,4DHcnVTT87F0zZhRPYmZ3B,https://open.spotify.com/track/4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,-0.391458251,-0.30587279,-0.459192615,1
12896,3AAY8YicetRPlDAkibHLiS,https://open.spotify.com/track/3AAY8YicetRPlDAkibHLiS,Miley Cyrus,-0.390323987,-0.086986817,-0.096077704,1
12897,3wH4eUkJ1rL5xTU8PZZyOy,https://open.spotify.com/track/3wH4eUkJ1rL5xTU8PZZyOy,Miley Cyrus,-0.375887281,-0.304177718,-0.263566204,1
12908,2SRiJNA3yILEMOPbETtL6M,https://open.spotify.com/track/2SRiJNA3yILEMOPbETtL6M,Myke Towers,-0.425557825,0.031398632,-0.255499678,1
12912,540VOu1aQ9TqENgWAC82Rz,https://open.spotify.com/track/540VOu1aQ9TqENgWAC82Rz,Myke Towers,-0.409512324,-0.176717138,-0.415120883,1
12913,2kYpPAekg0r1hHtfmi1f0V,https://open.spotify.com/track/2kYpPAekg0r1hHtfmi1f0V,Myke Towers,-0.405215269,-0.101809692,-0.319881161,1
12924,4qdaqybEKlRHZnI6RoDFmt,https://open.spotify.com/track/4qdaqybEKlRHZnI6RoDFmt,Myke Towers,-0.458349216,0.194294795,-0.299082618,1
12929,7ABLbnD53cQK00mhcaOUVG,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG,Myke Towers,-0.377375342,-0.312191649,-0.371253568,1
12970,6WzRpISELf3YglGAh7TXcG,https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG,The Weeknd,-0.347087763,-0.434153465,-0.374614172,1
12972,1Hs1uUl8o2VtDp1DABFq0O,https://open.spotify.com/track/1Hs1uUl8o2VtDp1DABFq0O,LIT killah,-0.390068851,-0.297602127,-0.457180083,1
12975,24Z0qiHUR9cTB4UfGUqCnj,https://open.spotify.com/track/24Z0qiHUR9cTB4UfGUqCnj,Luke Combs,-0.42467478,-0.046283401,-0.259184934,1
12982,0kPhTGl84wcSzdTareTroP,https://open.spotify.com/track/0kPhTGl84wcSzdTareTroP,Luke Combs,-0.38622811,-0.236790448,-0.28079817,1
12985,0eBFgRxyVSeuT4iyrbukdn,https://open.spotify.com/track/0eBFgRxyVSeuT4iyrbukdn,Luke Combs,-0.357510078,-0.292934244,-0.204389789,1
12986,2kYevr8cbIAH2ha8210Bnz,https://open.spotify.com/track/2kYevr8cbIAH2ha8210Bnz,Luke Combs,-0.398814493,-0.04511936,-0.075680751,1
12990,52ChYmfu792MW2Ezv0whpk,https://open.spotify.com/track/52ChYmfu792MW2Ezv0whpk,Luke Combs,-0.431717417,-0.089148382,-0.355178142,1
12991,3GZSVedXaTqScGsewGuAyi,https://open.spotify.com/track/3GZSVedXaTqScGsewGuAyi,Luke Combs,-0.411206044,-0.286140265,-0.461694661,1
12995,6jUgruwAzfIA3HUQIO3wCR,https://open.spotify.com/track/6jUgruwAzfIA3HUQIO3wCR,Peso Pluma,-0.372525481,-0.323433833,-0.264965424,1
13009,6f8wbdo8KU5ETWJA7lapgS,https://open.spotify.com/track/6f8wbdo8KU5ETWJA7lapgS,Peso Pluma,-0.436115821,-0.034799368,-0.395764301,1
13015,3CNbrXrUrEARw8zeKNCdYo,https://open.spotify.com/track/3CNbrXrUrEARw8zeKNCdYo,KAROL G,-0.419043771,-0.000526011,-0.201031,1
