,id,url,Artist,PC1,PC2,PC3,clust
339,6NfrH0ANGmgBXyxgV2PeXt,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,0.715683991,-0.307699128,0.107243725,0
343,4j4w4CXm6BSr0s25wAWrrX,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX,Bad Bunny,0.70311438,-0.071261867,0.322305467,0
346,53v2u51nq3CxiKUNphRzP1,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1,Bad Bunny,0.678308213,-0.143560878,0.017258606,0
350,5J7teKIJGtqVypgYI6sqXj,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,Bad Bunny,0.703399498,-0.042813221,0.401767693,0
353,4saHEjXw7O1NXJOzBkUKKG,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG,Bad Bunny,0.771400364,-0.409997793,0.276652218,0
357,4MZSqgwlE71CWZ6qQ3gkKm,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm,Bad Bunny,0.651660722,0.225526491,0.3725649,0
358,3jHdKaLCkuNEkWcLVmQPCX,https://open.spotify.com/track/3jHdKaLCkuNEkWcLVmQPCX,"Tyler, The Creator",0.693986243,-0.005068707,0.393826754,0
367,3IvMYBE7A3c7to1aEcfFJk,https://open.spotify.com/track/3IvMYBE7A3c7to1aEcfFJk,Drake,0.604207529,0.199963979,0.083368106,0
380,1I55Ea0zVoSKs6MqW7DQ3i,https://open.spotify.com/track/1I55Ea0zVoSKs6MqW7DQ3i,Drake,0.681225895,0.038573069,0.309718929,0
388,7eOkHIcaoUhngxxypM5Ajr,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr,Selena Gomez,0.708510823,-0.079331173,0.302822534,0
392,63mdJr3NMY3wReOkNE6c6W,https://open.spotify.com/track/63mdJr3NMY3wReOkNE6c6W,Selena Gomez,0.682624514,-0.129979312,0.122020211,0
395,59iGOjPSOcPLGl3vqEStUp,https://open.spotify.com/track/59iGOjPSOcPLGl3vqEStUp,Selena Gomez,0.652483458,0.26368724,0.457856241,0
396,64kfyGcf5dvbw92Vv4THCj,https://open.spotify.com/track/64kfyGcf5dvbw92Vv4THCj,Selena Gomez,0.7295705,-0.071858539,0.385373315,0
398,4bb94wZVF1cX66vQjNeJTX,https://open.spotify.com/track/4bb94wZVF1cX66vQjNeJTX,Selena Gomez,0.69883898,-0.090962809,0.289586923,0
399,7ujRjXQJKOek0wXXEh6ZYF,https://open.spotify.com/track/7ujRjXQJKOek0wXXEh6ZYF,Jay Wheeler,0.64663579,-0.033816565,-0.034095747,0
402,4HYDUMY0xSpeBr0AMY9cUz,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,0.728144457,-0.099453886,0.404935641,0
403,1UdjNX3zuMeAV7XEi52DFW,https://open.spotify.com/track/1UdjNX3zuMeAV7XEi52DFW,Jay Wheeler,0.63011154,0.096255732,0.089093433,0
415,3LbZIhU0smEU5SUnxod4j4,https://open.spotify.com/track/3LbZIhU0smEU5SUnxod4j4,Tame Impala,0.743728026,-0.255488616,0.36639402,0
427,0dJhXJKZTpiaxTUc7uItIN,https://open.spotify.com/track/0dJhXJKZTpiaxTUc7uItIN,Brent Faiyaz,0.635468289,0.018883063,-0.040772967,0
431,47y5boKoOnJoSpBpPEZvhz,https://open.spotify.com/track/47y5boKoOnJoSpBpPEZvhz,Brent Faiyaz,0.668363693,-0.114486456,0.030373039,0
453,78qd8dvwea0Gosb6Fe6j3k,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,Doja Cat,0.741150057,-0.272079951,0.280813519,0
457,6f3Slt0GbA2bPZlz0aIFXN,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,Tiësto,0.627832043,0.231429545,0.156966094,0
459,1h0pnN5qyrpfQMnwrGzuCu,https://open.spotify.com/track/1h0pnN5qyrpfQMnwrGzuCu,Don Toliver,0.672394119,0.132872293,0.430382017,0
464,47IXLhp3c6mu7NqvpuhuLi,https://open.spotify.com/track/47IXLhp3c6mu7NqvpuhuLi,Don Toliver,0.698622176,0.000676005,0.404217387,0
468,0cbO20ZF2lFflZGnNUHhGB,https://open.spotify.com/track/0cbO20ZF2lFflZGnNUHhGB,Don Toliver,0.63959677,0.047233723,0.079366108,0
484,0440JCJyIAmINA8KcYgFb5,https://open.spotify.com/track/0440JCJyIAmINA8KcYgFb5,Juice WRLD,0.655123125,-0.023312271,0.018737164,0
485,2U5WueTLIK5WJLD7mvDODv,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,Juice WRLD,0.669188267,-0.002407008,0.192155164,0
497,6eouAj0BAOwWRFXKShBFuh,https://open.spotify.com/track/6eouAj0BAOwWRFXKShBFuh,Coyote Theory,0.654846293,-0.088518234,-0.043661972,0
510,4qyp6hYQQAC4NSZ9QW5OFF,https://open.spotify.com/track/4qyp6hYQQAC4NSZ9QW5OFF,Eslabon Armado,0.709978051,-0.173217408,0.286282578,0
513,3m3wctKoBDheHEamkKHGMm,https://open.spotify.com/track/3m3wctKoBDheHEamkKHGMm,Eslabon Armado,0.732855052,-0.247524226,0.285936846,0
521,4pRf4EUnX4MzAX2oCVowdR,https://open.spotify.com/track/4pRf4EUnX4MzAX2oCVowdR,Eslabon Armado,0.662944685,-0.096287906,0.030471334,0
526,1yoMvmasuxZfqHEipJhRbp,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,Maluma,0.667825668,-0.118709747,-0.061978158,0
530,3ngk8mwDOK0ALLtWIYyBI5,https://open.spotify.com/track/3ngk8mwDOK0ALLtWIYyBI5,Maluma,0.678906022,0.032891414,0.331988162,0
539,70jFIrXsqhcLTlmT4vPpVf,https://open.spotify.com/track/70jFIrXsqhcLTlmT4vPpVf,Maluma,0.741649646,-0.16421859,0.383269127,0
540,5NmUsKhn9DCDUrlTGO30gP,https://open.spotify.com/track/5NmUsKhn9DCDUrlTGO30gP,Maluma,0.671722632,0.065208129,0.238969054,0
541,7iJCieqadL6UtIpreqU8j2,https://open.spotify.com/track/7iJCieqadL6UtIpreqU8j2,Maluma,0.666910591,-0.099559017,-0.044357689,0
542,6L1VsVaEGlLvdInKLvR9xc,https://open.spotify.com/track/6L1VsVaEGlLvdInKLvR9xc,Maluma,0.696910393,-0.055722471,0.235837294,0
543,16aMGPjpPDIeFkszebR0lf,https://open.spotify.com/track/16aMGPjpPDIeFkszebR0lf,Maluma,0.664739564,-0.029612282,0.082856121,0
547,5RubKOuDoPn5Kj5TLVxSxY,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,0.693926141,-0.009584767,0.313619132,0
552,5fROvzNghPid8mbKNDYvpJ,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ,Bad Bunny,0.693590113,-0.251806323,0.019478529,0
562,792HwhrdO3ErRKL5yRe4Ge,https://open.spotify.com/track/792HwhrdO3ErRKL5yRe4Ge,Pop Smoke,0.731294083,-0.172187557,0.387270281,0
565,2IT0T0EqPaUxasjl2o8J2G,https://open.spotify.com/track/2IT0T0EqPaUxasjl2o8J2G,Pop Smoke,0.697969888,-0.30186278,-0.079949089,0
569,18bum1uNxoHQ8WwbOlMY9Z,https://open.spotify.com/track/18bum1uNxoHQ8WwbOlMY9Z,Pop Smoke,0.643201643,0.124399,0.177653386,0
574,2hYN1IVp5LGIsi5MpzcjVz,https://open.spotify.com/track/2hYN1IVp5LGIsi5MpzcjVz,Pop Smoke,0.651271897,-0.084451258,-0.050401796,0
580,5v4OvUHVi7LxQxIXzTPNww,https://open.spotify.com/track/5v4OvUHVi7LxQxIXzTPNww,King Von,0.650724194,-0.026708927,0.03651676,0
581,6KwMXFvpVOlQQRsY47b3ec,https://open.spotify.com/track/6KwMXFvpVOlQQRsY47b3ec,King Von,0.716575799,-0.106213027,0.300086726,0
594,0ofKF8HdQu845qKzRRCjtt,https://open.spotify.com/track/0ofKF8HdQu845qKzRRCjtt,Lil Baby,0.655569388,0.24373065,0.331857385,0
599,1cyAB7KGiNHIqY6A9SyFaU,https://open.spotify.com/track/1cyAB7KGiNHIqY6A9SyFaU,Lil Baby,0.740615934,-0.136067098,0.376432925,0
604,6GKSo8Uz4wMa0Qn2LatloZ,https://open.spotify.com/track/6GKSo8Uz4wMa0Qn2LatloZ,Lil Baby,0.654775142,0.094475482,0.25068389,0
610,00gEQu4HEozB5EBFlLC7rR,https://open.spotify.com/track/00gEQu4HEozB5EBFlLC7rR,Lil Baby,0.724194907,-0.131247012,0.274017409,0
613,5m0yZ33oOy0yYBtdTXuxQe,https://open.spotify.com/track/5m0yZ33oOy0yYBtdTXuxQe,Lil Baby,0.720087008,-0.080581755,0.268256815,0
618,6DfZhqra01cpWIH5VluN2q,https://open.spotify.com/track/6DfZhqra01cpWIH5VluN2q,Eyedress,0.71831395,-0.301073513,0.190848983,0
621,1cpmW4m6NVcAI33ZDEGwjZ,https://open.spotify.com/track/1cpmW4m6NVcAI33ZDEGwjZ,Eyedress,0.646929161,0.110353994,0.246110142,0
625,0AKS1WVEOUSYa3D2ZyOJvM,https://open.spotify.com/track/0AKS1WVEOUSYa3D2ZyOJvM,Eyedress,0.70817252,-0.214921248,0.199000941,0
626,72dSYUg1K7q0KHKH8fWkIf,https://open.spotify.com/track/72dSYUg1K7q0KHKH8fWkIf,Eyedress,0.672073173,0.123109942,0.457289165,0
628,1a0GLiLdQ6g25L2cdutvJu,https://open.spotify.com/track/1a0GLiLdQ6g25L2cdutvJu,Eyedress,0.674223239,0.115102131,0.43805875,0
635,2n87qFKfPcqRPNfNH4TiAM,https://open.spotify.com/track/2n87qFKfPcqRPNfNH4TiAM,Eyedress,0.680126189,0.118898971,0.39198646,0
660,4jhHaLksdP8DJZzxYAjOSz,https://open.spotify.com/track/4jhHaLksdP8DJZzxYAjOSz,Eladio Carrion,0.652067508,0.112658462,0.164742489,0
661,5HM8aaqHBRfU1ssRtY2uuO,https://open.spotify.com/track/5HM8aaqHBRfU1ssRtY2uuO,Eladio Carrion,0.709751278,-0.027721906,0.311879569,0
666,0FVgu3DdG2LMJSMlWiVbMp,https://open.spotify.com/track/0FVgu3DdG2LMJSMlWiVbMp,Eladio Carrion,0.654680316,-0.044244331,0.039337107,0
668,1DoBPOlB884EHiftB46QGx,https://open.spotify.com/track/1DoBPOlB884EHiftB46QGx,$uicideboy$,0.689445693,-0.223491506,-0.052107696,0
670,5pVZABS2GkOJf7adB3b2al,https://open.spotify.com/track/5pVZABS2GkOJf7adB3b2al,$uicideboy$,0.735564501,-0.150713751,0.392017539,0
671,1S4MM1ukLm3ourrBJGHniC,https://open.spotify.com/track/1S4MM1ukLm3ourrBJGHniC,$uicideboy$,0.753265217,-0.207201832,0.382659907,0
673,4x3vJJYSW9fZWIubv5mmww,https://open.spotify.com/track/4x3vJJYSW9fZWIubv5mmww,$uicideboy$,0.690049074,0.028361124,0.300063353,0
674,3xQq3mpD6hunD2XG7FXHHu,https://open.spotify.com/track/3xQq3mpD6hunD2XG7FXHHu,$uicideboy$,0.693270199,-0.204684059,0.009783699,0
684,6IRzBP4gVoV4D2zHmocoWy,https://open.spotify.com/track/6IRzBP4gVoV4D2zHmocoWy,The Strokes,0.663339516,-0.106809561,0.013465361,0
694,6AoHQqGnuwFk9ygWhzLRws,https://open.spotify.com/track/6AoHQqGnuwFk9ygWhzLRws,Diplo,0.689954743,-0.27768977,-0.075221333,0
696,61gmMnru5ufVTfmRCU8NcY,https://open.spotify.com/track/61gmMnru5ufVTfmRCU8NcY,Diplo,0.714676511,-0.106444885,0.369460031,0
706,4GPwhZmu8N3CyVcJZ6j5PG,https://open.spotify.com/track/4GPwhZmu8N3CyVcJZ6j5PG,A Boogie Wit da Hoodie,0.682028047,0.010664262,0.225446966,0
708,7iKIC4Qm4bYpPC5xUXTTQ5,https://open.spotify.com/track/7iKIC4Qm4bYpPC5xUXTTQ5,A Boogie Wit da Hoodie,0.671196509,-0.089412001,0.020545049,0
713,4ai7blM2qLTZA2lEFwsB52,https://open.spotify.com/track/4ai7blM2qLTZA2lEFwsB52,A Boogie Wit da Hoodie,0.664037071,0.005416756,0.203268192,0
727,7EJjkhXp5o2xGvuFm2IqI7,https://open.spotify.com/track/7EJjkhXp5o2xGvuFm2IqI7,A Boogie Wit da Hoodie,0.677005457,0.168307105,0.439227243,0
729,3Ws0uLqakgP5lsgxrTFsM4,https://open.spotify.com/track/3Ws0uLqakgP5lsgxrTFsM4,A Boogie Wit da Hoodie,0.628778496,0.139462509,0.085934508,0
807,0NlM3asfhPzhDwm5frXquS,https://open.spotify.com/track/0NlM3asfhPzhDwm5frXquS,Vaundy,0.748724023,-0.262211936,0.379670493,0
808,57MvUwzIzRJ0r21rnNU1s1,https://open.spotify.com/track/57MvUwzIzRJ0r21rnNU1s1,Vaundy,0.751744637,-0.283204347,0.367699864,0
816,57crda5Lx9OVaYCzb4Wrnd,https://open.spotify.com/track/57crda5Lx9OVaYCzb4Wrnd,DaBaby,0.769282584,-0.349176195,0.372121504,0
825,5rFGVn8fCFjnRwCebW0XbS,https://open.spotify.com/track/5rFGVn8fCFjnRwCebW0XbS,DaBaby,0.701133093,-0.098552767,0.208897745,0
832,28tufPkTcXmdNqTvi9hsoG,https://open.spotify.com/track/28tufPkTcXmdNqTvi9hsoG,BLACKPINK,0.686300936,-0.088245203,0.197170756,0
841,4AuYFl8wn6502LiHDTr0C9,https://open.spotify.com/track/4AuYFl8wn6502LiHDTr0C9,Tate McRae,0.631705705,0.180410611,0.24288752,0
843,2uzsW4vQN4rszPFntOTXPk,https://open.spotify.com/track/2uzsW4vQN4rszPFntOTXPk,Various Artists,0.627227941,0.052587925,-0.018310295,0
844,1hT3eaGzrcFriQtgGdvsZv,https://open.spotify.com/track/1hT3eaGzrcFriQtgGdvsZv,Various Artists,0.705007802,-0.19244477,0.204233223,0
850,6Q01GbTQ2jU8PiVUxQsl5c,https://open.spotify.com/track/6Q01GbTQ2jU8PiVUxQsl5c,Various Artists,0.683141923,-0.060322714,0.192402554,0
852,6ft4hAq6yde8jPZY2i5zLr,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr,MEDUZA,0.663708946,-0.045263747,0.122176035,0
854,56oGoEjA9eTZYgsttEFKY3,https://open.spotify.com/track/56oGoEjA9eTZYgsttEFKY3,Wiz Khalifa,0.727606155,-0.182657875,0.313390615,0
875,0mHONeubhgkWnDDacW3BBk,https://open.spotify.com/track/0mHONeubhgkWnDDacW3BBk,THE ANXIETY,0.742278745,-0.205109223,0.364307654,0
876,2qkiFeuGW1hFVEEiUMthnL,https://open.spotify.com/track/2qkiFeuGW1hFVEEiUMthnL,THE ANXIETY,0.658644457,-0.177042786,-0.078444484,0
878,1XYmBV1N8oI7avXM9543Zh,https://open.spotify.com/track/1XYmBV1N8oI7avXM9543Zh,THE ANXIETY,0.663383407,0.036197955,0.219164949,0
885,4jVBIpuOiMj1crqd8LoCrJ,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,Travis Scott,0.715136272,-0.248173545,0.093611576,0
886,6jRq8gaZhMUyy5RclRPcAf,https://open.spotify.com/track/6jRq8gaZhMUyy5RclRPcAf,blackbear,0.655056921,-0.104930954,-0.049049735,0
889,1OkIpW255qLxswGyjgUL5x,https://open.spotify.com/track/1OkIpW255qLxswGyjgUL5x,blackbear,0.739386712,-0.386202084,0.196370254,0
903,1jaTQ3nqY3oAAYyCTbIvnM,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,Jack Harlow,0.774894565,-0.344999302,0.368751277,0
906,5xAR2kje4pVMHz0ipvp2VA,https://open.spotify.com/track/5xAR2kje4pVMHz0ipvp2VA,Jack Harlow,0.698348016,-0.084431834,0.191032377,0
909,1iMRCWHw0c57LOwae6dNJv,https://open.spotify.com/track/1iMRCWHw0c57LOwae6dNJv,Jack Harlow,0.726303082,-0.076301541,0.387225065,0
911,6VJzxfMybfnOm4Te1hqUk3,https://open.spotify.com/track/6VJzxfMybfnOm4Te1hqUk3,Lil Tecca,0.67265229,-0.119936829,0.141331474,0
914,7niut1GcKrCVZe4mx7Tqp8,https://open.spotify.com/track/7niut1GcKrCVZe4mx7Tqp8,Lil Tecca,0.662113217,0.05262748,0.139675509,0
918,6jfaiTyyoqqZfbV94PW8th,https://open.spotify.com/track/6jfaiTyyoqqZfbV94PW8th,Lil Tecca,0.717750865,-0.137733151,0.311655315,0
919,77Xwqkw7VrV8E5FCq9JhO8,https://open.spotify.com/track/77Xwqkw7VrV8E5FCq9JhO8,Lil Tecca,0.649525468,0.015124015,0.052658388,0
923,0hBmlHuZzZFcmzUZezNjZQ,https://open.spotify.com/track/0hBmlHuZzZFcmzUZezNjZQ,Lil Tecca,0.687020934,-0.028313787,0.294995515,0
925,3cPHoY74T4uZUkYYlGf7c0,https://open.spotify.com/track/3cPHoY74T4uZUkYYlGf7c0,Lil Tecca,0.627917954,0.120851058,0.067125803,0
927,5jPAwLGMs0cCKStblX1Jii,https://open.spotify.com/track/5jPAwLGMs0cCKStblX1Jii,Lil Tecca,0.656943913,0.111251109,0.221081509,0
928,0IJA9KP6rT55jrP1YpTdhx,https://open.spotify.com/track/0IJA9KP6rT55jrP1YpTdhx,Lil Tecca,0.654203409,-0.04601863,0.026881126,0
929,2l8C7EJopEYB1f4ugQwrRs,https://open.spotify.com/track/2l8C7EJopEYB1f4ugQwrRs,Trevor Daniel,0.634128351,0.014370622,-0.039827208,0
