,id,url,Artist,PC1,PC2,PC3,clust
408,2fbIfOjomquKo6okO1h1lN,https://open.spotify.com/track/2fbIfOjomquKo6okO1h1lN,Jay Wheeler,-0.498415254,0.348304334,-0.29305707,2
423,7Jayh7T1793wFTGOWD4BNw,https://open.spotify.com/track/7Jayh7T1793wFTGOWD4BNw,Brent Faiyaz,-0.440121446,0.597434025,0.567112138,2
424,2J6OF7CkpdQGSfm1wdclqn,https://open.spotify.com/track/2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,-0.499499084,0.42032431,-0.151297711,2
429,0zWbYGQq5O1KQd0iqzgjP6,https://open.spotify.com/track/0zWbYGQq5O1KQd0iqzgjP6,Brent Faiyaz,-0.491686226,0.558505797,0.122443687,2
432,4bAPAjc4EmL7YNndqg7AMv,https://open.spotify.com/track/4bAPAjc4EmL7YNndqg7AMv,Brent Faiyaz,-0.529293489,0.525480479,-0.125746854,2
434,5wFYbZTjzCpWRJ04JtFLh0,https://open.spotify.com/track/5wFYbZTjzCpWRJ04JtFLh0,Dream Supplier,-0.617632408,0.932797179,-0.199106237,2
435,2FPTm9rUnK7ZWQ27io7f2F,https://open.spotify.com/track/2FPTm9rUnK7ZWQ27io7f2F,Dream Supplier,-0.531085018,1.064980565,0.623286401,2
436,0zirWZTcXBBwGsevrsIpvT,https://open.spotify.com/track/0zirWZTcXBBwGsevrsIpvT,Dream Supplier,-0.584779519,1.153153089,0.364938451,2
442,6Oo02L8Ua0ijs2yypDwaM0,https://open.spotify.com/track/6Oo02L8Ua0ijs2yypDwaM0,Chris Stapleton,-0.43549257,0.380744921,0.263065352,2
449,1eUdV0jcQnkpwmpNHFYCiw,https://open.spotify.com/track/1eUdV0jcQnkpwmpNHFYCiw,Chris Stapleton,-0.403477216,0.370249975,0.432585652,2
452,0fLeL6TVmrMgDMW1iC1puo,https://open.spotify.com/track/0fLeL6TVmrMgDMW1iC1puo,Chris Stapleton,-0.465819147,0.589321042,0.297192692,2
455,3Wno87vVBVbSVS2vUUFuKC,https://open.spotify.com/track/3Wno87vVBVbSVS2vUUFuKC,V,-0.489881091,0.386936558,-0.104046824,2
456,2t4Ab1dHWWgc9QrU8erQ5k,https://open.spotify.com/track/2t4Ab1dHWWgc9QrU8erQ5k,V,-0.513191445,0.572906233,-0.089006862,2
480,2wg81gBz6PZSwbZrXObeW4,https://open.spotify.com/track/2wg81gBz6PZSwbZrXObeW4,Juice WRLD,-0.616904221,0.892264495,-0.290514418,2
488,4sjdZEEQvR1sXrRNSuBfbA,https://open.spotify.com/track/4sjdZEEQvR1sXrRNSuBfbA,Juice WRLD,-0.461356109,0.331860884,-0.148115174,2
492,1OjiYjgPZyxS0AiXiSnuYI,https://open.spotify.com/track/1OjiYjgPZyxS0AiXiSnuYI,Juice WRLD,-0.57464607,0.634030278,-0.291907545,2
500,4rvQ7BtQl20UuLmW0DwItj,https://open.spotify.com/track/4rvQ7BtQl20UuLmW0DwItj,Eslabon Armado,-0.494846698,0.29313847,-0.315572054,2
508,3NqBxTOMCJ3zW9CIP51td4,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4,Eslabon Armado,-0.422416977,0.273724909,0.263081751,2
544,4j3iq13kHs5PB94jdTp3Y3,https://open.spotify.com/track/4j3iq13kHs5PB94jdTp3Y3,Maluma,-0.385299426,0.270549304,0.471447452,2
627,2rwGOZFpuRUxLbA8wIv6Mj,https://open.spotify.com/track/2rwGOZFpuRUxLbA8wIv6Mj,Eyedress,-0.387923173,0.250969777,0.44394695,2
633,2CKtqB00i9N7t4gfrg3JOe,https://open.spotify.com/track/2CKtqB00i9N7t4gfrg3JOe,Eyedress,-0.49955316,0.584660579,0.022719972,2
640,0AXB2KmgSGjB886FJglrgJ,https://open.spotify.com/track/0AXB2KmgSGjB886FJglrgJ,Noah Cyrus,-0.458892438,0.584899845,0.38886256,2
641,6U1iuA5QfzYRPJxvdcxqtf,https://open.spotify.com/track/6U1iuA5QfzYRPJxvdcxqtf,Noah Cyrus,-0.48268055,0.515180414,0.1190054,2
645,3Svynwi8VIgkDKQQiEPYCB,https://open.spotify.com/track/3Svynwi8VIgkDKQQiEPYCB,Noah Cyrus,-0.564355202,0.607123417,-0.332455744,2
685,7lu6YLrlB1MU7HW8DJSuPa,https://open.spotify.com/track/7lu6YLrlB1MU7HW8DJSuPa,The Strokes,-0.417134474,0.492918946,0.572795411,2
690,7my6VvMlPVV3B7mFNO0enY,https://open.spotify.com/track/7my6VvMlPVV3B7mFNO0enY,Diplo,-0.434050134,0.549510208,0.474510111,2
732,4YdiQlTTspwuGetwcv3mAw,https://open.spotify.com/track/4YdiQlTTspwuGetwcv3mAw,Nadin Amizah,-0.499321197,0.762682586,0.330831812,2
733,0PYrcn09qxYeOakSY8NlHP,https://open.spotify.com/track/0PYrcn09qxYeOakSY8NlHP,Nadin Amizah,-0.480881963,0.629141228,0.319990296,2
734,4WwsjFguFdrwdid3bbV5mq,https://open.spotify.com/track/4WwsjFguFdrwdid3bbV5mq,Nadin Amizah,-0.473196525,0.612657698,0.286993714,2
735,2VyWEOCnjt3C5ukKqXkGAF,https://open.spotify.com/track/2VyWEOCnjt3C5ukKqXkGAF,Nadin Amizah,-0.514848302,0.620063903,0.042504538,2
736,3FPlY1uqTe1oFfIgI0BnoA,https://open.spotify.com/track/3FPlY1uqTe1oFfIgI0BnoA,Nadin Amizah,-0.526600587,0.389483723,-0.381243105,2
737,630DpnzdfjdVqv2yLfPbAX,https://open.spotify.com/track/630DpnzdfjdVqv2yLfPbAX,Nadin Amizah,-0.522144363,0.784354557,0.238252861,2
738,6Dh1zHQjEaOp29VW9pp3xG,https://open.spotify.com/track/6Dh1zHQjEaOp29VW9pp3xG,Nadin Amizah,-0.422999707,0.589982166,0.693538494,2
740,75OokMC3JzPnRNXcLTAKdr,https://open.spotify.com/track/75OokMC3JzPnRNXcLTAKdr,Nadin Amizah,-0.582519746,0.671629636,-0.314855227,2
741,4K8nVpYLiT3IZByxPVaPV0,https://open.spotify.com/track/4K8nVpYLiT3IZByxPVaPV0,Nadin Amizah,-0.572945053,0.617057916,-0.334588809,2
752,1qF3tGI2bBOPm6G5pygE15,https://open.spotify.com/track/1qF3tGI2bBOPm6G5pygE15,Luke Combs,-0.526024127,0.443245881,-0.257427501,2
757,1vms08pCx138Xa2mstygP0,https://open.spotify.com/track/1vms08pCx138Xa2mstygP0,Luke Combs,-0.40602293,0.095153917,0.041970906,2
758,4UkVEMXCcbKJRHoeGhs3I8,https://open.spotify.com/track/4UkVEMXCcbKJRHoeGhs3I8,Luke Combs,-0.541765754,0.488707998,-0.313389019,2
767,44iFQNDCVfv2WHPdn7Wy1R,https://open.spotify.com/track/44iFQNDCVfv2WHPdn7Wy1R,Ozzy Osbourne,-0.494605635,0.350906077,-0.162773026,2
768,5S9ROQ9y28eeWpyjfQVSQb,https://open.spotify.com/track/5S9ROQ9y28eeWpyjfQVSQb,Ozzy Osbourne,-0.547277594,0.703152698,-0.115188862,2
772,0VKMOwKyRKbw0HrNAXj0UI,https://open.spotify.com/track/0VKMOwKyRKbw0HrNAXj0UI,Ozzy Osbourne,-0.440167467,0.150121115,-0.048940315,2
775,1M5W0TuyF4CVK9YFr8WbJb,https://open.spotify.com/track/1M5W0TuyF4CVK9YFr8WbJb,Ozzy Osbourne,-0.527398051,0.541122923,-0.139501003,2
784,0rMeOAvbQZ2RTG4B6L1M4p,https://open.spotify.com/track/0rMeOAvbQZ2RTG4B6L1M4p,Darshan Raval,-0.396413709,0.282100429,0.353272331,2
785,3j611OSMDlz3IYsJNGj0BY,https://open.spotify.com/track/3j611OSMDlz3IYsJNGj0BY,Zach Bryan,-0.429207576,0.531387777,0.493949308,2
786,6N7FFwu2DQer3wB7rEmm6u,https://open.spotify.com/track/6N7FFwu2DQer3wB7rEmm6u,Zach Bryan,-0.49664177,0.632386712,0.140616569,2
787,4bcf3j20ZOsrVXs01yOvDA,https://open.spotify.com/track/4bcf3j20ZOsrVXs01yOvDA,Zach Bryan,-0.516886333,0.665854798,0.042805785,2
788,6aKM7UP8udSKSeibLPkZ3x,https://open.spotify.com/track/6aKM7UP8udSKSeibLPkZ3x,Zach Bryan,-0.483213546,0.470401988,0.022801581,2
789,6fvTWR1Fy5cpakr9NdRFhx,https://open.spotify.com/track/6fvTWR1Fy5cpakr9NdRFhx,Zach Bryan,-0.561743656,0.741992055,-0.128895989,2
790,4J8I1iX17piXYbzDwgP9Eh,https://open.spotify.com/track/4J8I1iX17piXYbzDwgP9Eh,Zach Bryan,-0.524398145,0.612158063,-0.042856075,2
791,4cA2NmoE75r4yU7oeq4QGG,https://open.spotify.com/track/4cA2NmoE75r4yU7oeq4QGG,Zach Bryan,-0.420454837,0.547618633,0.582404044,2
792,3OBXZXFYDouFlKdlFO6NLC,https://open.spotify.com/track/3OBXZXFYDouFlKdlFO6NLC,Zach Bryan,-0.419025431,0.290003052,0.165969824,2
794,6dAdAlMK4HVAt3cdzHaHMj,https://open.spotify.com/track/6dAdAlMK4HVAt3cdzHaHMj,Zach Bryan,-0.561012062,0.676995991,-0.217567404,2
795,481LZNCnxwsv3ylBk2Ma36,https://open.spotify.com/track/481LZNCnxwsv3ylBk2Ma36,Zach Bryan,-0.528978547,0.566963996,-0.145767416,2
796,46dUiDTF3xDchz5lZ3T36s,https://open.spotify.com/track/46dUiDTF3xDchz5lZ3T36s,Zach Bryan,-0.508529243,0.530129676,-0.045172752,2
798,2zvntqrkEITMV71Vl9mwBu,https://open.spotify.com/track/2zvntqrkEITMV71Vl9mwBu,Zach Bryan,-0.527705874,0.569905368,-0.147342248,2
799,0T65HuufjJegqkOMioaiQb,https://open.spotify.com/track/0T65HuufjJegqkOMioaiQb,Zach Bryan,-0.585456464,0.767549752,-0.215352894,2
800,6YYYXqZT5Rr3r5QUgsQcu0,https://open.spotify.com/track/6YYYXqZT5Rr3r5QUgsQcu0,Zach Bryan,-0.501736241,0.623901168,0.138527226,2
802,2QfX9Pdz3q66fN3kCXl0Js,https://open.spotify.com/track/2QfX9Pdz3q66fN3kCXl0Js,Zach Bryan,-0.450502614,0.474910984,0.292569836,2
803,0Q72g1Vlnl2HIkUQqY2FKQ,https://open.spotify.com/track/0Q72g1Vlnl2HIkUQqY2FKQ,Vaundy,-0.388202672,0.288301629,0.319403051,2
810,677SRTfBqZVjXWUKAoXeM7,https://open.spotify.com/track/677SRTfBqZVjXWUKAoXeM7,Vaundy,-0.527621808,0.453255406,-0.297052941,2
815,50Td3qilgs8BLtv8mHyT1t,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t,Zoe Wees,-0.47572246,0.408780241,-0.009626968,2
840,7l97ElWmIdVHWUaOeeU5ZC,https://open.spotify.com/track/7l97ElWmIdVHWUaOeeU5ZC,Tate McRae,-0.544148988,0.487074976,-0.337760191,2
842,28QGhVCx80IcpEb1Gswdk0,https://open.spotify.com/track/28QGhVCx80IcpEb1Gswdk0,Tate McRae,-0.487375613,0.30802556,-0.175513791,2
848,1Wr2ewPsFJADpYIbkkHmq4,https://open.spotify.com/track/1Wr2ewPsFJADpYIbkkHmq4,Various Artists,-0.402759416,0.265708387,0.216904354,2
858,2OILNVXh1UmjTKKDASbkGT,https://open.spotify.com/track/2OILNVXh1UmjTKKDASbkGT,Beach Bunny,-0.49514908,0.462662461,0.0141295,2
861,3wePYStHHMG2Cso6TPB7ob,https://open.spotify.com/track/3wePYStHHMG2Cso6TPB7ob,Beach Bunny,-0.565713482,0.672169116,-0.292606115,2
864,1smFN2CLqGROu0J0UyvDfL,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,Pritam,-0.425687949,0.398378343,0.373903814,2
866,6cUOiOY5qh2FpIQWIYAd2h,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h,Pritam,-0.427820427,0.370594802,0.285629687,2
867,2X72RoxsswQEfzOWYDSBWD,https://open.spotify.com/track/2X72RoxsswQEfzOWYDSBWD,Pritam,-0.527957094,0.387142043,-0.364753705,2
868,02J3mNwGfcOS7jjAUfzMgV,https://open.spotify.com/track/02J3mNwGfcOS7jjAUfzMgV,Pritam,-0.41500744,0.395027686,0.457331793,2
870,2L2YNB3YIletW4fUtwphDv,https://open.spotify.com/track/2L2YNB3YIletW4fUtwphDv,Pritam,-0.438816883,0.465315279,0.389107592,2
873,1MNrCAqCFLX31C3jD8DXZR,https://open.spotify.com/track/1MNrCAqCFLX31C3jD8DXZR,Pritam,-0.519352613,0.349759425,-0.342859186,2
874,3Oel2uKhw6SBwZ5SfRCD6r,https://open.spotify.com/track/3Oel2uKhw6SBwZ5SfRCD6r,Pritam,-0.427655303,0.366392618,0.286455317,2
879,6YYYeryDUzCL9g5YsWRMTo,https://open.spotify.com/track/6YYYeryDUzCL9g5YsWRMTo,THE ANXIETY,-0.653643346,1.039417997,-0.281789142,2
881,0mIeen5DJM23AFTVYXjAa5,https://open.spotify.com/track/0mIeen5DJM23AFTVYXjAa5,THE ANXIETY,-0.491396921,0.485723848,0.017650547,2
897,0rWMOzZ7fFYZWI1qlCY4Ig,https://open.spotify.com/track/0rWMOzZ7fFYZWI1qlCY4Ig,blackbear,-0.394935705,0.132547725,0.170487653,2
901,5m0eMnsWwzgGsUxe1mhFYR,https://open.spotify.com/track/5m0eMnsWwzgGsUxe1mhFYR,Summer Walker,-0.506439899,0.422938102,-0.260609943,2
949,6fGSHpEipD1YjtLLChnBzW,https://open.spotify.com/track/6fGSHpEipD1YjtLLChnBzW,Gracie Abrams,-0.465328459,0.371364613,7.71E-05,2
952,2kp86yPhiPBTyoTYHB403F,https://open.spotify.com/track/2kp86yPhiPBTyoTYHB403F,Gracie Abrams,-0.505297349,0.394970619,-0.257961107,2
953,4nyF5lmSziBAt7ESAUjpbx,https://open.spotify.com/track/4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,-0.44918909,0.453480461,0.277615459,2
954,3wIRxCIGmdxld4ZC6yShZ9,https://open.spotify.com/track/3wIRxCIGmdxld4ZC6yShZ9,Gracie Abrams,-0.437377994,0.598680487,0.568882121,2
955,1G9YZPtxUGfl1yVw7kq4yc,https://open.spotify.com/track/1G9YZPtxUGfl1yVw7kq4yc,Gracie Abrams,-0.530086563,0.610882996,-0.14721358,2
976,1VCD7bvSOjhJYBcOzQguik,https://open.spotify.com/track/1VCD7bvSOjhJYBcOzQguik,Sam Smith,-0.476381244,0.403437262,-0.083706448,2
982,6VbtCWsziqN8SW3ULogYrM,https://open.spotify.com/track/6VbtCWsziqN8SW3ULogYrM,Sam Smith,-0.496957682,0.508094229,0.034428669,2
983,5JWTadGxbmqjZYBE3Pwueb,https://open.spotify.com/track/5JWTadGxbmqjZYBE3Pwueb,Sam Smith,-0.39131249,0.408011348,0.538263842,2
984,5wHRQRy339ghP31x0hUWcQ,https://open.spotify.com/track/5wHRQRy339ghP31x0hUWcQ,Sam Smith,-0.531506067,0.686687164,-0.044087175,2
985,5aRlRDvXRuP81qEzKTXQvM,https://open.spotify.com/track/5aRlRDvXRuP81qEzKTXQvM,Sam Smith,-0.579781883,0.671391021,-0.318154111,2
989,66ZD4DFAmJe3Y9jv2NXqgI,https://open.spotify.com/track/66ZD4DFAmJe3Y9jv2NXqgI,Sam Smith,-0.55967149,0.55942135,-0.324904033,2
1010,6Y4qpwZI4evCkybAhGbJh4,https://open.spotify.com/track/6Y4qpwZI4evCkybAhGbJh4,Adelmar Borrego,-0.627352898,0.966920611,-0.271119525,2
1011,147gCksvDRmjG1pO51ZCcf,https://open.spotify.com/track/147gCksvDRmjG1pO51ZCcf,Adelmar Borrego,-0.456738274,0.838858229,0.714645287,2
1012,5wWAjBYLHEy8FwteKQqok0,https://open.spotify.com/track/5wWAjBYLHEy8FwteKQqok0,Adelmar Borrego,-0.496064539,0.79755803,0.359554497,2
1013,7Eo8YX4YaxUSjweuUUuPRR,https://open.spotify.com/track/7Eo8YX4YaxUSjweuUUuPRR,Sleep Miracle,-0.627641398,0.991285112,-0.194720547,2
1014,5P9UkTI8azKGhh1SzXuyGN,https://open.spotify.com/track/5P9UkTI8azKGhh1SzXuyGN,Sleep Miracle,-0.572312759,0.685944407,-0.254472862,2
1015,1RAcSLw9LAUAVInkSnWdUn,https://open.spotify.com/track/1RAcSLw9LAUAVInkSnWdUn,Sleep Miracle,-0.545383611,0.504350294,-0.291637719,2
1016,5UBonaClAZVfzxJNn8nnhh,https://open.spotify.com/track/5UBonaClAZVfzxJNn8nnhh,Sleep Miracle,-0.551963206,0.550529303,-0.292309403,2
1035,44KXmMW3edx6fzrGtIQjki,https://open.spotify.com/track/44KXmMW3edx6fzrGtIQjki,Juicy Luicy,-0.474610757,0.381347869,0.001903078,2
1037,0rut2ibZ8jKEnXL4JncWJG,https://open.spotify.com/track/0rut2ibZ8jKEnXL4JncWJG,Juicy Luicy,-0.473117638,0.594693939,0.320696489,2
1038,2X7qY0U8SXoEyL1PVNYIVQ,https://open.spotify.com/track/2X7qY0U8SXoEyL1PVNYIVQ,Juicy Luicy,-0.363770742,0.252776399,0.537344449,2
1040,1ZPVEo8RfmrEz8YAD5n6rW,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW,Juicy Luicy,-0.417903165,0.381447732,0.385358848,2
1041,3FRwkq2qSm1zeI828c9cVe,https://open.spotify.com/track/3FRwkq2qSm1zeI828c9cVe,Juicy Luicy,-0.466573873,0.391414762,0.002831191,2
1042,2CDJAmUIkgPVbVMQYwYlxL,https://open.spotify.com/track/2CDJAmUIkgPVbVMQYwYlxL,Juicy Luicy,-0.463622159,0.52920743,0.305811683,2
1043,3Zo3daLfpwdTzdIW6gBER1,https://open.spotify.com/track/3Zo3daLfpwdTzdIW6gBER1,Juicy Luicy,-0.421229161,0.367072109,0.374465033,2
1062,73r3kYaMRJT3nZpsw6xclU,https://open.spotify.com/track/73r3kYaMRJT3nZpsw6xclU,Lauv,-0.462481392,0.260410167,-0.19265375,2
1066,5EfNBzwOjAfF9qgsWr9XGP,https://open.spotify.com/track/5EfNBzwOjAfF9qgsWr9XGP,Lauv,-0.398269851,0.356038466,0.449598686,2
1067,4dORWJfLHYnXkB5PeR4s5b,https://open.spotify.com/track/4dORWJfLHYnXkB5PeR4s5b,Lauv,-0.475061334,0.617503046,0.296939051,2
1075,45UAiFGe5KssWUbi5s1AOY,https://open.spotify.com/track/45UAiFGe5KssWUbi5s1AOY,Lauv,-0.474054067,0.272767608,-0.210123865,2
1076,6YQT5luUxB6JwQdd8e7jbf,https://open.spotify.com/track/6YQT5luUxB6JwQdd8e7jbf,Lauv,-0.403859885,0.126779506,0.049412451,2
1078,12YVZ3Tg4LyAJNsMJVtwQq,https://open.spotify.com/track/12YVZ3Tg4LyAJNsMJVtwQq,Lauv,-0.422627691,0.614801217,0.679530454,2
1093,60brXKLTC15vK0av5gIldm,https://open.spotify.com/track/60brXKLTC15vK0av5gIldm,Justin Bieber,-0.409358521,0.283135882,0.359356274,2
