,id,url,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
39,2JiHR4gCDjXwYVRDmwdk95,https://open.spotify.com/track/2JiHR4gCDjXwYVRDmwdk95,Ed Sheeran,0.631,0.825,11.0,-3.971,1.0,0.0433,0.0167,0.0,0.122,0.427,129.942
40,50nfwKoDiSYg8zOCREWAm5,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02
41,5QYnNhTKsN3kE7OaqILA1U,https://open.spotify.com/track/5QYnNhTKsN3kE7OaqILA1U,Ed Sheeran,0.587,0.267,8.0,-9.206,1.0,0.0349,0.84,0.0,0.121,0.352,98.845
42,3rmo8F54jFF8OgYsqTxm5d,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011
43,4btFHqumCO31GksfuBLLv3,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3,Ed Sheeran,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908
44,3NuLxTXowTRcguTh9RsPmM,https://open.spotify.com/track/3NuLxTXowTRcguTh9RsPmM,Ed Sheeran,0.567,0.211,0.0,-9.975,1.0,0.0315,0.952,5.24e-05,0.275,0.289,134.019
45,0YbI9lWxUBsCJLb6EBydkr,https://open.spotify.com/track/0YbI9lWxUBsCJLb6EBydkr,Ed Sheeran,0.578,0.558,2.0,-5.438,1.0,0.0872,0.236,0.0,0.143,0.54,75.087
46,5sv0WnUs74Orn6GoPmC5im,https://open.spotify.com/track/5sv0WnUs74Orn6GoPmC5im,Ed Sheeran,0.672,0.73,5.0,-4.77,1.0,0.0372,0.113,0.0,0.0612,0.559,123.969
47,2SUxn2O9NHL6GHGQFgwCY0,https://open.spotify.com/track/2SUxn2O9NHL6GHGQFgwCY0,Ed Sheeran,0.763,0.661,4.0,-5.592,0.0,0.056,0.169,0.0,0.117,0.632,95.002
48,0VuDtcT7H4CAljLZEH021x,https://open.spotify.com/track/0VuDtcT7H4CAljLZEH021x,Ed Sheeran,0.686,0.765,8.0,-4.778,1.0,0.118,0.0122,0.0,0.127,0.743,99.998
49,1i4F583d9v9RabcfOlKKVL,https://open.spotify.com/track/1i4F583d9v9RabcfOlKKVL,Ed Sheeran,0.485,0.54,1.0,-5.4,1.0,0.0253,0.668,0.0,0.0849,0.426,62.631
50,0rt63HYAAIzUZo5O2D0uA6,https://open.spotify.com/track/0rt63HYAAIzUZo5O2D0uA6,Ed Sheeran,0.471,0.396,8.0,-6.654,1.0,0.0336,0.77,0.0,0.0729,0.263,149.609
51,2Ldb2ytuC9AxhpAkVEJBI6,https://open.spotify.com/track/2Ldb2ytuC9AxhpAkVEJBI6,Ed Sheeran,0.822,0.3,0.0,-8.034,1.0,0.0673,0.882,9.15e-05,0.0665,0.734,125.951
52,3BiiSLo0wyHAY7lpCEO6ge,https://open.spotify.com/track/3BiiSLo0wyHAY7lpCEO6ge,Ed Sheeran,0.501,0.684,11.0,-6.706,1.0,0.0566,0.00494,0.000478,0.0524,0.442,131.952
53,63dMNGUUu7rXX0NZYVO3Tm,https://open.spotify.com/track/63dMNGUUu7rXX0NZYVO3Tm,Alan Walker,0.575,0.941,7.0,-7.908,1.0,0.0581,0.0872,0.736,0.146,0.0387,127.967
54,0zqBZqm5czQ3A4EoSdKFHj,https://open.spotify.com/track/0zqBZqm5czQ3A4EoSdKFHj,Alan Walker,0.668,0.816,4.0,-5.648,0.0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971
55,28VbwtsYnj85UEODGpQRem,https://open.spotify.com/track/28VbwtsYnj85UEODGpQRem,Alan Walker,0.673,0.659,3.0,-4.493,0.0,0.0439,0.539,0.0,0.129,0.628,88.011
56,2sVcG5mresyV79qpYr3M1C,https://open.spotify.com/track/2sVcG5mresyV79qpYr3M1C,Alan Walker,0.779,0.58,0.0,-6.168,0.0,0.0355,0.158,0.0,0.124,0.679,148.916
57,1ez5ood0PsYP4Yi6KhYe7H,https://open.spotify.com/track/1ez5ood0PsYP4Yi6KhYe7H,Alan Walker,0.677,0.723,4.0,-5.474,0.0,0.107,0.318,0.0,0.232,0.366,150.11
58,3gktHyhUYSZmJAewFjxcoX,https://open.spotify.com/track/3gktHyhUYSZmJAewFjxcoX,Alan Walker,0.389,0.629,9.0,-10.449,0.0,0.0356,0.127,0.944,0.128,0.0985,59.925
59,6k1Q8mNcA2jFH0uv5B6g9G,https://open.spotify.com/track/6k1Q8mNcA2jFH0uv5B6g9G,Alan Walker,0.542,0.561,5.0,-7.029,0.0,0.0485,0.437,0.0704,0.135,0.183,175.998
60,1Ph65gYzHdiNDs9yWh4ePY,https://open.spotify.com/track/1Ph65gYzHdiNDs9yWh4ePY,Alan Walker,0.427,0.541,0.0,-5.726,1.0,0.0362,0.21,0.0,0.442,0.257,149.802
61,3BomnHfqKZCdPJC9bkGBjE,https://open.spotify.com/track/3BomnHfqKZCdPJC9bkGBjE,Alan Walker,0.522,0.697,1.0,-5.288,0.0,0.103,0.0291,0.0,0.319,0.235,169.775
62,5I9Qa1LfGcQGCIC32lh9Ka,https://open.spotify.com/track/5I9Qa1LfGcQGCIC32lh9Ka,Alan Walker,0.48,0.692,11.0,-5.324,0.0,0.0582,0.176,0.00011,0.221,0.465,85.343
63,0VE9LJ2W1qhjNBfWQLuA5M,https://open.spotify.com/track/0VE9LJ2W1qhjNBfWQLuA5M,Alan Walker,0.426,0.879,6.0,-5.687,0.0,0.0422,0.00219,0.308,0.139,0.058,128.894
64,6GZaY8DSHOgllwQ28ok7Rs,https://open.spotify.com/track/6GZaY8DSHOgllwQ28ok7Rs,Alan Walker,0.73,0.772,10.0,-4.514,1.0,0.0348,0.0276,0.0,0.0707,0.0951,107.996
65,1fohm4EDuPauFyFIKmTIUm,https://open.spotify.com/track/1fohm4EDuPauFyFIKmTIUm,Alan Walker,0.522,0.551,8.0,-6.458,1.0,0.0309,0.0611,0.0,0.0958,0.186,90.006
66,1qFmSPALGSoqjbwM3br4Rl,https://open.spotify.com/track/1qFmSPALGSoqjbwM3br4Rl,Alan Walker,0.523,0.698,10.0,-8.377,1.0,0.0777,0.0523,0.795,0.0794,0.0348,120.015
67,5BKJAuVMDyrFvUTo4dIaiK,https://open.spotify.com/track/5BKJAuVMDyrFvUTo4dIaiK,Alan Walker,0.573,0.264,5.0,-8.955,1.0,0.0365,0.827,1.71e-05,0.103,0.379,129.791
68,6zSpb8dQRaw0M1dK8PBwQz,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,Elton John,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
69,3uUuGVFu1V7jTQL60S1r8z,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966
70,4OwhwvKESFtuu06dTgct7i,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i,Marc Seguí,0.75,0.522,9.0,-7.018,1.0,0.0293,0.282,0.0,0.0743,0.601,110.427
71,1SC5rEoYDGUK4NfG82494W,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W,Lil Nas X,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781
72,3grVoZ10bm2jUGpo7BxpuF,https://open.spotify.com/track/3grVoZ10bm2jUGpo7BxpuF,Lil Nas X,0.685,0.717,0.0,-6.456,0.0,0.0411,0.101,1.87e-05,0.266,0.549,127.963
73,5Z9KJZvQzH6PFmb8SNkxuk,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,Lil Nas X,0.741,0.691,10.0,-7.395,0.0,0.0672,0.0221,0.0,0.0476,0.892,150.087
74,0e8nrvls4Qqv5Rfa2UhqmO,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981
75,1BMu5TWvalAGpi5jlhFEBb,https://open.spotify.com/track/1BMu5TWvalAGpi5jlhFEBb,Lil Nas X,0.519,0.464,10.0,-18.957,0.0,0.56,0.905,0.0,0.448,0.287,109.744
76,6bpq1jGkVz66Q3LYeoXdjZ,https://open.spotify.com/track/6bpq1jGkVz66Q3LYeoXdjZ,Lil Nas X,0.841,0.527,6.0,-8.116,1.0,0.149,0.0427,1.54e-06,0.12,0.582,163.975
77,3JR2RztQcOjUQGQSybxDIO,https://open.spotify.com/track/3JR2RztQcOjUQGQSybxDIO,Lil Nas X,0.708,0.598,3.0,-4.969,0.0,0.0617,0.202,0.0,0.183,0.561,144.09
78,6th8IdY4lYeM0QlSQJhhkp,https://open.spotify.com/track/6th8IdY4lYeM0QlSQJhhkp,Lil Nas X,0.768,0.764,0.0,-5.82,1.0,0.0295,0.0963,1.03e-05,0.114,0.472,92.965
79,7zQirOExB0VR8yWUOqYeio,https://open.spotify.com/track/7zQirOExB0VR8yWUOqYeio,Lil Nas X,0.923,0.533,11.0,-6.016,0.0,0.262,0.0504,0.0,0.102,0.587,133.991
80,5S4PZ7AuYlYiVIVik3wHUf,https://open.spotify.com/track/5S4PZ7AuYlYiVIVik3wHUf,Lil Nas X,0.742,0.734,8.0,-5.582,0.0,0.0407,0.629,0.00314,0.0834,0.541,114.952
81,6btdl1Vl6Ta5lUwUSOFW2H,https://open.spotify.com/track/6btdl1Vl6Ta5lUwUSOFW2H,Lil Nas X,0.549,0.643,9.0,-6.808,1.0,0.0543,0.0792,1.21e-05,0.107,0.123,174.041
82,3e6ebtUCZ0tZL1J7wvM8Xi,https://open.spotify.com/track/3e6ebtUCZ0tZL1J7wvM8Xi,Lil Nas X,0.609,0.438,6.0,-8.486,0.0,0.0311,0.626,0.00011,0.103,0.176,139.875
83,4vsJWPwWPS27gRM4oLjBNO,https://open.spotify.com/track/4vsJWPwWPS27gRM4oLjBNO,Lil Nas X,0.549,0.7,4.0,-6.07,0.0,0.0392,0.12,0.0,0.133,0.212,82.604
84,6D3t4w54PgLNGQ48R7th7R,https://open.spotify.com/track/6D3t4w54PgLNGQ48R7th7R,Lil Nas X,0.392,0.579,0.0,-5.284,0.0,0.0354,0.0141,4.87e-05,0.101,0.253,143.664
85,6isTQfKXhNO3EyJd9mSxx8,https://open.spotify.com/track/6isTQfKXhNO3EyJd9mSxx8,Lil Nas X,0.629,0.445,3.0,-6.999,1.0,0.0258,0.77,2.92e-06,0.351,0.209,94.103
86,2JPLbjOn0wPCngEot2STUS,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,Bad Bunny,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951
87,6Uj1ctrBOjOas8xZXGqKk4,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998
88,0CsR9Y9SnC6ZWmekmVqSHz,https://open.spotify.com/track/0CsR9Y9SnC6ZWmekmVqSHz,Doja Cat,0.733,0.862,7.0,-5.736,1.0,0.197,0.374,0.00247,0.131,0.536,111.076
89,2HolBGR6tpiWI80MXoV1dJ,https://open.spotify.com/track/2HolBGR6tpiWI80MXoV1dJ,Doja Cat,0.619,0.707,1.0,-5.791,1.0,0.0499,0.0366,7.54e-05,0.13,0.558,168.995
90,0W6I02J9xcqK8MtSeosEXb,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb,Doja Cat,0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942
91,3Vi5XqYrmQgOYBajMWSvCi,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041
92,0FFsgUoFibYISzMxuGS61W,https://open.spotify.com/track/0FFsgUoFibYISzMxuGS61W,Doja Cat,0.683,0.615,5.0,-5.737,1.0,0.0966,0.222,8.25e-06,0.154,0.45,77.014
93,6Q9IUoBTNLHgBib1FSFGbj,https://open.spotify.com/track/6Q9IUoBTNLHgBib1FSFGbj,Doja Cat,0.734,0.45,6.0,-7.075,1.0,0.0824,0.597,7.33e-06,0.0964,0.529,135.067
94,0k4d5YPDr1r7FX77VdqWez,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,Doja Cat,0.828,0.621,8.0,-6.414,1.0,0.0565,0.0164,0.00233,0.0845,0.436,128.986
95,7y3xU9vEC1s8DSuuoSYKih,https://open.spotify.com/track/7y3xU9vEC1s8DSuuoSYKih,Doja Cat,0.678,0.531,10.0,-5.029,1.0,0.0374,0.126,3.44e-05,0.377,0.176,99.008
96,1ayV64ur8VWgc6OPtPRl1q,https://open.spotify.com/track/1ayV64ur8VWgc6OPtPRl1q,Doja Cat,0.842,0.522,7.0,-7.844,1.0,0.0985,0.293,6.91e-05,0.107,0.285,132.986
97,5lAnYvAIkSDNXqfo7DyFUm,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,0.855,0.488,3.0,-4.601,1.0,0.208,0.506,0.0,0.347,0.619,124.097
98,5CC5krEgwJXuoA0F9scOFg,https://open.spotify.com/track/5CC5krEgwJXuoA0F9scOFg,Doja Cat,0.82,0.656,8.0,-5.537,0.0,0.0399,0.209,0.0339,0.124,0.698,143.059
99,45Nc6nYgV3yBvAeRaZt689,https://open.spotify.com/track/45Nc6nYgV3yBvAeRaZt689,Doja Cat,0.691,0.656,8.0,-5.864,0.0,0.172,0.543,1.22e-05,0.095,0.746,169.973
100,3DarAbFujv6eYNliUTyqtz,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,Doja Cat,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97
101,5zFglKYiknIxks8geR8rcL,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL,Maroon 5,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048
102,6tHQAadcluhVV4oD2IvHSk,https://open.spotify.com/track/6tHQAadcluhVV4oD2IvHSk,Maroon 5,0.766,0.706,7.0,-6.553,0.0,0.16,0.223,0.00028,0.064,0.766,142.989
103,54WpJSyO81dpA40MKJHd0C,https://open.spotify.com/track/54WpJSyO81dpA40MKJHd0C,Maroon 5,0.759,0.67,1.0,-5.309,1.0,0.0509,0.0204,0.0,0.0953,0.741,136.027
104,4lejz024CsCP6S5kPD6Upb,https://open.spotify.com/track/4lejz024CsCP6S5kPD6Upb,Maroon 5,0.675,0.699,0.0,-5.894,1.0,0.0296,0.00248,0.000604,0.114,0.43,123.042
105,03blI4F6MeYd6kJx26VsJ2,https://open.spotify.com/track/03blI4F6MeYd6kJx26VsJ2,Maroon 5,0.753,0.633,6.0,-7.263,0.0,0.0594,0.14,0.0,0.392,0.714,132.031
106,1G5rzVAFlgMqG4gaRujcaA,https://open.spotify.com/track/1G5rzVAFlgMqG4gaRujcaA,Maroon 5,0.638,0.504,8.0,-8.335,1.0,0.0578,0.509,2.18e-05,0.103,0.281,140.204
107,6PyFYTEo8X3inQ4hQvA8md,https://open.spotify.com/track/6PyFYTEo8X3inQ4hQvA8md,Maroon 5,0.81,0.642,10.0,-5.801,1.0,0.0712,0.106,0.0,0.0805,0.596,105.968
108,7DVassGvnqQRSfVSVPxtpV,https://open.spotify.com/track/7DVassGvnqQRSfVSVPxtpV,Maroon 5,0.378,0.677,5.0,-6.998,0.0,0.0475,0.079,9.38e-05,0.102,0.481,199.656
109,2ST72jD2KVe7f3fbcGyX1b,https://open.spotify.com/track/2ST72jD2KVe7f3fbcGyX1b,Maroon 5,0.485,0.567,1.0,-6.456,1.0,0.0388,0.316,0.0,0.0949,0.157,93.676
110,5kS3Kw2elRTrodnsyQuhvI,https://open.spotify.com/track/5kS3Kw2elRTrodnsyQuhvI,Maroon 5,0.727,0.53,8.0,-7.296,1.0,0.0703,0.159,0.0,0.105,0.43,139.996
111,4cktbXiXOapiLBMprHFErI,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05
112,3p4WMekidOIiyf8SFvfrIC,https://open.spotify.com/track/3p4WMekidOIiyf8SFvfrIC,Maroon 5,0.807,0.396,11.0,-7.415,1.0,0.0545,0.855,0.0,0.0805,0.7,91.159
113,6FDKYM0lBf6zqrg8cFokPd,https://open.spotify.com/track/6FDKYM0lBf6zqrg8cFokPd,Maroon 5,0.717,0.657,10.0,-6.355,1.0,0.0714,0.129,0.0,0.397,0.589,100.924
114,4rEe3htSUbJbO8kJePhHBx,https://open.spotify.com/track/4rEe3htSUbJbO8kJePhHBx,Maroon 5,0.749,0.675,10.0,-5.128,0.0,0.0366,0.0219,0.0,0.17,0.708,123.055
115,4qu63nuBpdn0qHUHuObEj1,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1,Marshmello,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976
116,776AftMmFFAWUIEAb3lHhw,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw,Måneskin,0.625,0.939,4.0,-3.115,0.0,0.0669,0.00138,0.0,0.424,0.644,102.999
117,7HMz8o0m7ASQ3ImFPfhWTY,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY,Måneskin,0.363,0.678,2.0,-4.939,0.0,0.0995,0.0299,0.0,0.324,0.321,162.124
118,1ITV1k9laGrWUpagayejMQ,https://open.spotify.com/track/1ITV1k9laGrWUpagayejMQ,Måneskin,0.474,0.95,7.0,-2.762,1.0,0.0898,0.00646,0.000397,0.177,0.67,176.491
119,4pt5fDVTg5GhEvEtlz9dKk,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,Måneskin,0.75,0.608,1.0,-4.008,1.0,0.0387,0.00165,0.0,0.178,0.958,132.507
120,2uKWInHih8UkVBwgH6zuUm,https://open.spotify.com/track/2uKWInHih8UkVBwgH6zuUm,Måneskin,0.469,0.941,7.0,-3.527,1.0,0.138,0.00298,0.000158,0.325,0.829,101.303
121,3ZeyEvTgSlKajHc0fckgZT,https://open.spotify.com/track/3ZeyEvTgSlKajHc0fckgZT,Måneskin,0.602,0.898,2.0,-3.789,0.0,0.0364,4.39e-05,0.000109,0.356,0.566,111.036
122,2l7V3AuTxGuswKjGovaSEv,https://open.spotify.com/track/2l7V3AuTxGuswKjGovaSEv,Måneskin,0.376,0.846,7.0,-4.126,1.0,0.0464,0.00537,8e-06,0.186,0.408,96.176
