,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
37,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038
38,0OEe83mMZ5kaNw5uZQ7ilG,0.674,0.609,2,-6.306,0,0.045,0.461,0.0,0.328,0.509,116.066
39,6wsqVwoiVH2kde4k4KKAFU,0.927,0.619,5,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,117.995
40,0lodMO0qK83vfPiiD7FMEt,0.715,0.567,1,-4.481,0,0.0865,0.06,0.0,0.0655,0.332,160.098
41,4GL9GMX9t7Qkprvf1YighZ,0.682,0.764,1,-6.314,1,0.0327,0.000779,0.0089,0.373,0.248,125.018
42,2Q0aElTZQtEUsoiaQfizu6,0.361,0.395,5,-8.51,0,0.0429,0.858,0.00356,0.211,0.208,75.923
43,0bkV1iQHSxBaksUqgEkcbc,0.472,0.551,5,-7.219,0,0.25,0.103,0.0,0.345,0.347,83.25
44,7EiUtdeoWcKqLi5ELZCjYf,0.645,0.803,1,-4.223,1,0.227,0.085,0.0,0.101,0.314,89.499
45,0a4SMs889NwP8oWI7Vemle,0.678,0.739,3,-4.358,1,0.044,0.0712,0.0,0.388,0.108,110.967
46,4o82J5zr4DFEs9yj5szCVX,0.813,0.621,5,-5.614,0,0.0618,0.0405,2.74e-06,0.67,0.545,121.057
47,1i9lZvlaDdWDPyXEE95aiq,0.458,0.535,5,-4.854,0,0.0281,0.575,0.0,0.168,0.216,82.826
48,76gcXhY3Zv6wW0BTe9nHJo,0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985
49,3O4V8llGlOYtmZVoZi8U5v,0.788,0.536,11,-4.765,1,0.206,0.831,0.0,0.181,0.342,113.013
50,5NhLA2P7AiV3cloVmwtwLS,0.654,0.811,0,-4.18,1,0.106,0.0401,0.0,0.424,0.432,163.303
51,5kvMHWJfoIgKTpP5HzpG25,0.765,0.75,5,-4.626,1,0.0528,0.16,0.0,0.314,0.566,101.998
52,2PFPDjSJpeZE889648rbUP,0.482,0.791,1,-2.686,1,0.098,0.0338,0.0,0.0985,0.588,98.986
53,4eMKD8MRroxCqugpsxCCNb,0.805,0.707,6,-3.758,0,0.0353,0.142,3.71e-05,0.563,0.744,122.014
54,1YUTTfAThKaxEYP9Zfv21V,0.788,0.778,8,-2.17,0,0.0329,0.0292,2.43e-05,0.0452,0.646,121.976
55,3kviwFPwSWwjgjRNBEBUSe,0.456,0.298,8,-8.45,0,0.0396,0.759,4.75e-05,0.189,0.47,120.162
56,6eSlDHA3XYLha1e0z8I9DO,0.793,0.656,9,-5.64,0,0.0969,0.749,0.0277,0.671,0.0826,92.012
57,1VCMkNBJtt1obiqIGRvla5,0.803,0.673,10,-3.674,1,0.0436,0.0642,0.0,0.155,0.305,105.013
58,0hDE81j4N2DPLbEY4tiCDs,0.75,0.83,0,-3.544,1,0.0683,0.115,0.0,0.765,0.688,104.937
59,6xntXCix5SxiEtv9zH7pXF,0.344,0.847,8,-5.076,1,0.21,0.178,0.0,0.351,0.156,99.889
60,1ncGbGufa7aUaJ5zC4YP3y,0.745,0.887,11,-2.75,0,0.0437,0.0306,0.00224,0.245,0.722,155.041
61,1fFB8ahI0ZwU3X9mimCpjb,0.49,0.602,4,-5.329,0,0.0635,0.276,0.000217,0.11,0.505,93.217
62,4JtLrFUg0ff2x9TsXCgx76,0.646,0.703,4,-6.343,0,0.0777,0.0883,1.5e-06,0.0863,0.139,170.091
63,7z3rdMzhY122waIpkSsE7P,0.593,0.717,7,-3.924,0,0.0472,0.441,8.72e-05,0.218,0.307,99.966
64,73dabjAcAF06vA4C1o16ta,0.67,0.924,6,-2.387,0,0.0737,0.152,3.81e-06,0.404,0.402,99.985
65,1KtRx5xxGtAn8q80KUZpDw,0.813,0.756,4,-4.389,0,0.0378,0.0969,5.72e-05,0.315,0.523,126.01
66,2m8V3evS07OnhatBWyh0Nt,0.526,0.877,3,-3.619,1,0.092,0.0457,3.05e-06,0.682,0.715,88.119
67,4ip9d4gpr7qni3OB1YYLSt,0.646,0.458,8,-7.88,0,0.119,0.895,0.0498,0.642,0.739,112.354
68,6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962
69,3QUbaXCfksmF19lW32BQE0,0.656,0.838,5,-8.407,1,0.041,0.25,0.00281,0.207,0.74,132.981
70,4DHcnVTT87F0zZhRPYmZ3B,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999
71,3AAY8YicetRPlDAkibHLiS,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038
72,3wH4eUkJ1rL5xTU8PZZyOy,0.539,0.503,2,-5.338,1,0.0385,0.0574,2.34e-05,0.0847,0.836,174.068
73,1GN6qqehnqUfUHH1gfK81v,0.503,0.722,9,-7.595,1,0.103,0.205,3.52e-05,0.0845,0.354,172.006
74,6FAsJDkg4y5JSWP9ZMKlDj,0.625,0.568,11,-5.663,1,0.0324,0.288,0.0,0.674,0.348,85.545
75,6fcZVY3WjwKxVKlKFu84rF,0.414,0.881,10,-5.826,0,0.239,0.089,0.000149,0.0868,0.24,183.925
76,04CqLjewJiSAqM210vZAmT,0.613,0.803,9,-5.171,1,0.0367,0.000525,0.000333,0.189,0.461,127.989
77,00Ga884hbpVvCNyeQdle1U,0.642,0.715,8,-5.711,1,0.0385,0.00265,0.0,0.094,0.588,119.938
78,1S1WWTuydW6zljNeHOpZXe,0.548,0.779,7,-4.737,1,0.109,0.076,0.000494,0.19,0.524,172.083
79,1rpfEeYbtYDcnLWSBZBmNH,0.723,0.676,6,-6.266,0,0.0505,0.116,0.135,0.109,0.232,109.997
80,0lJrPatloYarTbsKciShJu,0.657,0.784,8,-6.374,1,0.0422,0.336,0.000671,0.673,0.772,81.975
81,0rji0TyRgXVHofeKuqxshO,0.443,0.226,10,-7.776,1,0.0354,0.939,0.0,0.0797,0.238,72.851
82,3MnewZrZDqej6thgEx3OB1,0.672,0.159,9,-8.76,0,0.0343,0.962,1.83e-05,0.106,0.117,113.218
83,2SRiJNA3yILEMOPbETtL6M,0.585,0.647,2,-5.872,1,0.324,0.259,0.000134,0.239,0.167,92.887
84,5OYRVKWII0Eog7CjQRnmGf,0.766,0.774,4,-3.84,0,0.246,0.48,0.000165,0.1,0.831,180.033
85,7qnKyMGK3eccOIIv06l3M9,0.831,0.76,0,-8.238,0,0.0761,0.121,0.000173,0.0753,0.962,114.969
86,2QKVCfIDdHf16FkDPFHBHX,0.872,0.681,0,-4.348,0,0.11,0.0462,1.38e-05,0.129,0.481,96.986
87,540VOu1aQ9TqENgWAC82Rz,0.752,0.554,0,-5.214,1,0.0929,0.296,0.0,0.099,0.921,76.01
88,2kYpPAekg0r1hHtfmi1f0V,0.884,0.718,1,-3.002,1,0.1,0.478,0.000388,0.0986,0.723,104.053
89,4EuHUvcXfXxb0rYBgmN413,0.858,0.743,5,-5.313,0,0.0845,0.0401,0.000191,0.099,0.906,110.024
90,1EOyHhh5uOwNrDhiUNnH2u,0.714,0.725,7,-5.548,1,0.205,0.111,0.0,0.0892,0.589,89.972
91,5SjaZNwy1DpttK1lLk1r3j,0.79,0.606,4,-6.142,0,0.0463,0.0633,0.0,0.0808,0.763,117.947
92,3Rdqhtt2srhdV5n0hPwveI,0.801,0.79,6,-4.132,0,0.0672,0.199,1.76e-06,0.13,0.638,97.931
93,3LlFkrG9XT36U0dxiD6e0b,0.783,0.734,1,-4.796,0,0.0463,0.433,0.0,0.133,0.682,119.986
94,5jsIhWqqJ2sw3oNPVPnK9Y,0.774,0.776,8,-5.361,0,0.136,0.276,5.34e-06,0.11,0.881,151.958
95,7ffrqpG2Q6FaxtSUhgiLhM,0.702,0.666,6,-4.686,1,0.125,0.0734,1.69e-05,0.182,0.846,176.18
96,6L2vbBkuVeq8Lnl9nigS8k,0.847,0.609,2,-3.314,0,0.0668,0.184,0.000236,0.141,0.551,93.983
97,63TolxqG0C6bNh23Ht4jHf,0.694,0.83,0,-3.286,0,0.103,0.147,1.16e-05,0.0826,0.708,173.867
98,3Z0l8qwMuC376pcutLVsY8,0.865,0.785,4,-4.132,0,0.12,0.0465,3.51e-06,0.11,0.36,92.027
99,4qdaqybEKlRHZnI6RoDFmt,0.853,0.531,1,-6.841,1,0.202,0.568,0.0,0.123,0.377,95.018
100,6wTX1zUPc2qdQnDZnVhuoV,0.657,0.785,10,-6.04,0,0.137,0.382,0.000228,0.218,0.569,179.936
101,52BBXEWltdMGJZidf3PF17,0.655,0.692,8,-4.697,1,0.263,0.316,0.0301,0.141,0.496,102.055
102,2x2RrrEVDwCyMF2XnHAHVB,0.723,0.829,1,-3.753,0,0.0795,0.396,1.53e-06,0.156,0.893,164.04
103,5IpXQFmVvs7EnT90fhduno,0.934,0.764,7,-3.526,0,0.0629,0.0537,0.00199,0.235,0.667,98.013
104,7ABLbnD53cQK00mhcaOUVG,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986
105,1CAES9vrn9NdldxARlfSUM,0.81,0.635,4,-6.953,0,0.0585,0.0964,0.0,0.114,0.252,126.071
106,1h0rVgfuKa6V9DkVSLAc4Q,0.742,0.543,8,-8.77,0,0.211,0.125,0.0,0.237,0.407,129.091
107,3OGCNLxpBmTYRxPZg2yDE5,0.767,0.662,5,-4.856,0,0.0578,0.103,0.0,0.123,0.259,143.943
108,7MLGkncjEGTfKHpNa5UgCQ,0.395,0.667,5,-5.237,0,0.215,0.262,0.0,0.0858,0.368,79.905
109,5XpwulllkqoHEk0jpwvRlJ,0.653,0.583,0,-4.462,0,0.348,0.465,0.0,0.193,0.846,82.63
110,48rsYvIQXUAtxcmIoStOaM,0.795,0.55,7,-5.704,0,0.0882,0.123,0.0,0.0873,0.152,119.975
111,4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001
112,2rjv9fXzpZDbB6lEeIoB3l,0.8,0.754,1,-5.259,0,0.216,0.0668,0.0,0.278,0.334,134.136
113,6WKh2qSTswuv8QG60Wu29F,0.926,0.57,10,-5.226,0,0.047,0.0551,0.00134,0.109,0.232,130.011
114,2k2Z7yadTBdOM8oObjzslj,0.894,0.533,1,-7.861,0,0.412,0.124,0.0,0.109,0.392,120.031
115,3NNgZSXHElKHPpkCxsP8WB,0.582,0.823,6,-4.82,1,0.417,0.308,0.0,0.224,0.422,169.861
116,6YD8EpsddOfEwAhaymGu0Q,0.827,0.541,6,-7.109,1,0.0539,0.516,0.0,0.107,0.584,132.988
117,7IqsNN0EMckx9YqddgXlwg,0.781,0.649,9,-4.294,0,0.247,0.111,0.0,0.111,0.134,85.063
118,7Aq3pnhSzI8FnHt7T6TPsX,0.519,0.649,6,-5.502,1,0.112,0.486,0.0,0.104,0.541,106.379
119,5QG0l8nybp5rLMo7saQHl2,0.528,0.568,2,-6.415,1,0.436,0.567,0.0,0.0955,0.4,82.946
120,4zivXJkUD87842VhywHGFn,0.646,0.594,3,-6.208,0,0.104,0.798,0.0,0.104,0.813,159.877
121,3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944
122,1VtuJxH7jkcOWlcGdQdMRh,0.683,0.941,7,-3.996,1,0.0305,0.000219,0.00508,0.036,0.161,127.987
123,1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056
124,23RoR84KodL5HWvUTneQ1w,0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998
125,5ye1TParxcolbnNsOXO8qE,0.358,0.363,8,-10.559,1,0.034,0.786,7.04e-06,0.142,0.173,151.15
126,5LrN7yUQAzvthd4QujgPFr,0.571,0.458,4,-9.283,1,0.0258,0.544,9.27e-05,0.123,0.299,132.025
127,6BQPRUFGHsgtNYJxuwhktR,0.312,0.229,2,-11.656,1,0.0327,0.931,0.0,0.165,0.239,132.493
128,05vvPTidbjvDySLc9o65YS,0.661,0.44,8,-11.101,1,0.0339,0.0744,0.00939,0.185,0.317,117.707
129,26vDr5jgWQoJOTH4Bu3KCQ,0.644,0.748,4,-6.299,0,0.0545,0.0615,0.0,0.116,0.161,124.583
130,5XztHXAVuubYi0GgqGGgF5,0.506,0.507,8,-10.109,1,0.0279,0.027,8.59e-05,0.111,0.15,140.733
131,1tuSpba0RXUMubHpAOWlMN,0.471,0.913,10,-6.727,0,0.0392,0.178,0.000465,0.44,0.363,90.231
132,0SCLsDJtC7DmOwks1tsszt,0.556,0.511,6,-10.639,1,0.0313,0.456,0.0177,0.282,0.214,132.028
133,7MTHpsxtKVJaBL6e9WXzqD,0.557,0.521,9,-7.706,0,0.0411,0.0203,0.0,0.184,0.207,147.573
134,2UW7JaomAMuX9pZrjVpHAU,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922
135,36LtTTJUeVpitIeVfrJcnV,0.775,0.465,7,-8.365,0,0.365,0.609,3.23e-05,0.114,0.707,169.781
136,368eeEO3Y2uZUQ6S5oIjcu,0.786,0.853,5,-4.955,0,0.0589,0.273,0.0,0.106,0.963,125.107
137,609E1JCInJncactoMmkDon,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05
138,3Eax1yebRxj6LSYpxE9Yd3,0.766,0.684,9,-4.281,0,0.0514,0.135,0.0199,0.0832,0.474,102.045
139,75rqqKvzJCGv2oq9C4yFDt,0.63,0.374,6,-9.007,1,0.227,0.861,7.54e-05,0.294,0.373,104.955
140,5AqiaZwhmC6dIbgWrD5SzV,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966
141,6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11,-4.79,1,0.159,0.145,0.0,0.12,0.672,100.065
142,6wf7Yu7cxBSPrRlWeSeK0Q,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403
143,7ro0hRteUMfnOioTFI5TG1,0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978
144,2i8f4VnnBjy0yDqH2C452a,0.628,0.878,9,-3.468,1,0.0901,0.00196,1.23e-05,0.0649,0.796,129.976
145,6WzRpISELf3YglGAh7TXcG,0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029
146,1UMm1Qs3u59Wvk53zBUE8r,0.785,0.863,7,-4.599,0,0.0893,0.0883,0.0,0.0929,0.962,130.132
147,1Hs1uUl8o2VtDp1DABFq0O,0.813,0.682,0,-3.598,1,0.0402,0.107,0.0,0.108,0.634,120.011
148,1haJsMtoBhHfvuM7XWuT3W,0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876
149,51FvjPEGKq2zByeeEQ43V9,0.775,0.677,8,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011
150,24Z0qiHUR9cTB4UfGUqCnj,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25e-06,0.114,0.269,146.051
151,5gy5oMthJa807ihJik4U3O,0.52,0.962,1,-5.506,0,0.0827,0.000369,0.0,0.33,0.488,131.068
152,5inIeRExNFzOuqaYU7tpT9,0.56,0.589,11,-6.849,1,0.0308,0.566,0.0,0.124,0.394,82.026
153,5OGCd9NL8XcwpkTmSxL5YI,0.586,0.725,10,-7.073,1,0.0254,0.00532,0.00173,0.228,0.68,94.995
154,4xXLSKNYTHLN00eZEzbqLr,0.519,0.682,8,-6.284,1,0.0321,0.161,2.57e-05,0.113,0.451,78.933
155,6LuooOeUu4NOjkVOiT5CdS,0.625,0.832,6,-5.127,1,0.0563,0.187,0.0,0.0913,0.341,106.971
156,5WxQEQJtrOYzobMBTsdPBb,0.625,0.835,6,-4.964,1,0.0295,0.00982,2.86e-05,0.173,0.594,141.972
157,0kPhTGl84wcSzdTareTroP,0.583,0.658,2,-6.62,1,0.0296,0.0149,0.0,0.374,0.437,76.004
158,4AhZSJyGTfYqUnFjn5eGQa,0.583,0.787,5,-4.23,1,0.0483,0.0364,6.86e-06,0.313,0.673,155.921
159,2bPOr33Dh8usjH01h1wa3N,0.439,0.615,6,-5.742,1,0.032,0.291,0.0,0.114,0.159,144.199
160,0eBFgRxyVSeuT4iyrbukdn,0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975
161,2kYevr8cbIAH2ha8210Bnz,0.532,0.489,4,-7.419,1,0.0311,0.149,0.0,0.237,0.32,139.807
162,4tgKstWpyU8mtWVQp7ojbM,0.568,0.732,8,-6.062,1,0.0309,0.137,0.0,0.0894,0.52,168.072
163,1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994
164,0V75hy6x3cToema5BdJaj9,0.601,0.673,7,-5.418,1,0.027,0.0754,0.0,0.248,0.411,143.958
165,52ChYmfu792MW2Ezv0whpk,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755
166,3GZSVedXaTqScGsewGuAyi,0.493,0.759,0,-5.203,1,0.0346,0.0138,1.32e-05,0.793,0.456,110.064
167,3v8e2n4bFrAeKRKgy3nha1,0.585,0.411,0,-6.319,1,0.0278,0.577,0.0,0.115,0.266,148.041
168,4yjeRuoVickg1G87LWeRes,0.702,0.68,7,-5.451,0,0.0373,0.24,0.0,0.111,0.86,122.895
169,3RA55zrRkyPK8Fd86hrMy8,0.747,0.629,9,-8.509,0,0.0363,0.328,0.00409,0.154,0.793,127.819
170,6jUgruwAzfIA3HUQIO3wCR,0.484,0.746,2,-5.191,1,0.0528,0.126,0.0,0.2,0.783,130.149
171,0xGZjxYqcNQ8WqxyeZ4eSN,0.758,0.816,5,-7.284,1,0.0406,0.136,3.64e-06,0.326,0.915,139.959
172,2bXJMQZSJND3UYq5mjV4cB,0.667,0.786,6,-6.973,0,0.0393,0.176,0.00107,0.149,0.781,135.873
173,0lc2neV7ZzjZExwCIVG2B3,0.782,0.793,9,-5.177,0,0.0387,0.4,6.98e-06,0.0824,0.869,132.997
174,775hCSePn3GW4h9nZ636kq,0.738,0.843,11,-4.749,0,0.0607,0.355,4.54e-05,0.358,0.734,143.09
175,3B0swL7Qil9bB7eKzBREBK,0.632,0.729,7,-3.066,1,0.112,0.414,0.0,0.0987,0.862,110.238
176,1tGGJ4SRZnd2H0E2dV05iM,0.809,0.87,8,-6.356,0,0.0601,0.376,4.64e-06,0.106,0.903,127.926
177,7mXuWTczZNxG5EDcjFEuJR,0.646,0.736,5,-7.118,0,0.0449,0.216,0.0,0.415,0.873,140.098
178,3CEk3KwDixeCKOVPacup7L,0.688,0.821,9,-6.042,0,0.07,0.0929,8.46e-05,0.137,0.744,138.049
179,0cNSq9T5l8gZnpY14rsTR2,0.784,0.826,7,-6.34,0,0.0538,0.0965,7.09e-05,0.123,0.893,138.078
180,1RzjXhgnzqb3dMa5852itx,0.736,0.862,7,-4.136,0,0.0333,0.464,0.0,0.0904,0.799,145.001
181,4Nf5EZ40JenjMUKXOiyRU5,0.639,0.676,5,-7.376,0,0.11,0.296,0.00059,0.18,0.852,179.971
182,7bPp2NmpmyhLJ7zWazAXMu,0.557,0.866,6,-4.454,1,0.0503,0.394,0.0,0.11,0.631,167.767
183,3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952
184,6f8wbdo8KU5ETWJA7lapgS,0.782,0.812,0,-6.613,1,0.0469,0.567,0.00045,0.101,0.7,122.063
185,4JdSXF2p71cr8uCY3UiJM0,0.605,0.726,6,-4.515,1,0.0309,0.365,0.0,0.112,0.393,149.918
186,6otePxalBK8AVa20xhZYVQ,0.523,0.477,0,-6.786,1,0.392,0.855,0.0,0.146,0.57,79.921
187,4NoOME4Dhf4xgxbHDT7VGe,0.794,0.807,1,-3.447,0,0.326,0.334,0.0,0.104,0.575,178.003
188,1dw7qShk971xMD6r6mA4VN,0.861,0.79,6,-4.561,1,0.291,0.394,0.0,0.111,0.681,139.845
189,7eTv2OTr3aY5iKtFdBusoA,0.779,0.825,1,-3.366,0,0.306,0.146,0.0,0.0989,0.654,171.926
190,3CNbrXrUrEARw8zeKNCdYo,0.791,0.45,2,-3.001,1,0.0393,0.542,0.0,0.185,0.87,157.953
191,0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974
192,3gOI5aQD4mOMLsP3aWrkon,0.821,0.696,8,-5.796,0,0.043,0.315,1.07e-05,0.157,0.566,122.005
193,5yAIrkplUEpMNeojW8Q30o,0.9,0.707,1,-2.792,1,0.0934,0.161,4.25e-05,0.176,0.634,124.042
194,6KCvMsAiL6WseKEFsWoPgc,0.879,0.67,11,-4.55,0,0.0975,0.526,0.0,0.123,0.62,139.996
195,6Vn1vje8yMw2OY6IOk9dkH,0.853,0.859,11,-2.68,0,0.306,0.257,0.0,0.172,0.325,95.131
196,3mFNc5EQn30irR983Wg9OD,0.876,0.64,6,-5.264,1,0.392,0.468,0.0,0.143,0.729,97.169
197,3HqcNJdZ2seoGxhn0wVNDK,0.87,0.517,1,-7.918,1,0.0475,0.576,0.00553,0.11,0.54,111.002
198,3goYw6YHoCjA1sfBzpdgzH,0.699,0.747,1,-4.182,0,0.301,0.486,0.00363,0.111,0.737,82.982
199,3jUDqkHatwtprUmZ8epP8P,0.758,0.786,0,-4.847,1,0.0928,0.167,8.46e-06,0.0705,0.592,92.984
200,505v13epFXodT9fVAJ6h8k,0.92,0.696,6,-3.356,0,0.0742,0.183,0.0,0.149,0.545,106.966
201,16dUQ4quIHDe4ZZ0wF1EMN,0.957,0.677,5,-3.979,0,0.292,0.483,0.000438,0.0961,0.469,115.0
202,4bycD60yZgR6anIBtmU8UH,0.777,0.715,8,-4.569,0,0.0874,0.455,3.5e-05,0.326,0.245,92.006
203,7G0gBu6nLdhFDPRLc0HdDG,0.646,0.783,7,-2.846,1,0.0356,0.00444,1.38e-06,0.171,0.49,121.08
204,3MytWN8L7shNYzGl4tAKRp,0.588,0.758,5,-2.347,1,0.0305,0.0251,0.0,0.131,0.387,114.991
205,79uDOz0zuuWS7HWxzMmTa2,0.497,0.635,2,-3.927,1,0.0273,0.00621,0.0,0.117,0.203,142.063
206,5xXqyjLicvEpch72qEryFT,0.727,0.677,7,-2.871,1,0.0325,0.248,0.0,0.143,0.639,118.995
