,id,url,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
6407,6o2Pu5qZcinw4mlDlQZFqu,https://open.spotify.com/track/6o2Pu5qZcinw4mlDlQZFqu,SEVENTEEN,0.644,0.8,9.0,-5.936,1.0,0.226,0.106,0.0,0.32,0.813,159.879,"['k-pop', 'k-pop boy group']"
6408,6fhG2KJgwO7CrNflRaRmvp,https://open.spotify.com/track/6fhG2KJgwO7CrNflRaRmvp,Ruth B.,0.573,0.715,8.0,-3.293,0.0,0.0256,0.0444,0.0,0.0898,0.258,101.699,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
6409,145bJAllD6KuRY8mb5p6Bz,https://open.spotify.com/track/145bJAllD6KuRY8mb5p6Bz,Ruth B.,0.608,0.692,1.0,-2.958,1.0,0.0259,0.0159,0.0,0.0864,0.453,116.952,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
6410,05bfbizlM5AX6Mf1RRyMho,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho,Nio Garcia,0.743,0.655,6.0,-5.015,0.0,0.159,0.114,0.0,0.0764,0.785,172.031,"['reggaeton', 'trap latino', 'urbano latino']"
6411,6O4oKV3btLiEtOgEuplIUn,https://open.spotify.com/track/6O4oKV3btLiEtOgEuplIUn,KSLV Noh,0.688,0.761,4.0,-4.607,0.0,0.163,0.00477,0.414,0.175,0.536,111.011,['drift phonk']
6412,2rCbl9naJYhaxjLsfx88uM,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM,Sebastian Yatra,0.715,0.622,4.0,-5.102,0.0,0.046,0.163,0.0,0.0948,0.808,80.015,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']"
6413,0siYMEsGrzzzlWLXK5zJfS,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS,Joel Corry,0.671,0.782,6.0,-4.593,1.0,0.0341,0.0142,0.00221,0.333,0.618,123.989,"['dance pop', 'pop dance', 'uk dance']"
6414,343MeyRU6z35qH1ZQbELja,https://open.spotify.com/track/343MeyRU6z35qH1ZQbELja,Sniper Gang,0.847,0.449,1.0,-11.612,1.0,0.498,0.163,1.88e-06,0.0984,0.217,170.121,['florida rap']
6415,1hUfFwAVvgHrxURrP1oWhr,https://open.spotify.com/track/1hUfFwAVvgHrxURrP1oWhr,Sniper Gang,0.427,0.751,1.0,-7.794,1.0,0.309,0.000955,0.0,0.218,0.296,136.899,['florida rap']
6416,6Fq2sGpRGt38uu3c5E5Bdn,https://open.spotify.com/track/6Fq2sGpRGt38uu3c5E5Bdn,Sniper Gang,0.679,0.789,2.0,-5.492,1.0,0.333,0.0804,0.0,0.173,0.553,98.098,['florida rap']
6417,4A8cWXxKfIL3lAyUDzXbCF,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF,Sniper Gang,0.825,0.414,2.0,-6.634,1.0,0.144,0.00265,0.0,0.357,0.106,72.993,['florida rap']
6418,1yKRMF1xQT3G8NxmZUhokw,https://open.spotify.com/track/1yKRMF1xQT3G8NxmZUhokw,Sniper Gang,0.811,0.722,0.0,-6.425,0.0,0.23,0.0163,0.0,0.0847,0.71,130.015,['florida rap']
6419,22QKD3nYEwyRk55oKg1Tnx,https://open.spotify.com/track/22QKD3nYEwyRk55oKg1Tnx,Sniper Gang,0.925,0.482,1.0,-6.66,1.0,0.217,0.0103,0.0,0.107,0.122,125.043,['florida rap']
6420,7HJFeZZqe5OZOEa1tISErT,https://open.spotify.com/track/7HJFeZZqe5OZOEa1tISErT,Sniper Gang,0.772,0.759,0.0,-8.303,1.0,0.241,0.138,0.0,0.295,0.528,94.029,['florida rap']
6421,6Hrv4picizaQNed9gcOJcR,https://open.spotify.com/track/6Hrv4picizaQNed9gcOJcR,Sniper Gang,0.742,0.595,1.0,-7.021,1.0,0.352,0.022,0.0,0.0975,0.122,76.602,['florida rap']
6422,76gxbQmNlec0KD3cATTjAv,https://open.spotify.com/track/76gxbQmNlec0KD3cATTjAv,Sniper Gang,0.82,0.534,10.0,-5.882,0.0,0.0706,0.149,2.61e-05,0.11,0.326,100.0,['florida rap']
6423,0KCUpnWts9CMPefsWnJMxu,https://open.spotify.com/track/0KCUpnWts9CMPefsWnJMxu,Sniper Gang,0.874,0.708,8.0,-4.387,1.0,0.242,0.0175,0.0,0.0842,0.356,107.048,['florida rap']
6424,69tK4OtO9rSfxJsmJZYkpL,https://open.spotify.com/track/69tK4OtO9rSfxJsmJZYkpL,Sniper Gang,0.6,0.509,1.0,-7.596,1.0,0.344,0.0291,0.0,0.159,0.225,112.538,['florida rap']
6425,44tTqUi3xi7E28QLzHVdUA,https://open.spotify.com/track/44tTqUi3xi7E28QLzHVdUA,TOMORROW X TOGETHER,0.641,0.489,0.0,-8.668,0.0,0.11,0.0509,0.0,0.071,0.206,142.977,"['k-pop', 'k-pop boy group']"
6426,1Z8TPHiKeCUyClxV6WTTIf,https://open.spotify.com/track/1Z8TPHiKeCUyClxV6WTTIf,TOMORROW X TOGETHER,0.584,0.836,0.0,-4.925,1.0,0.079,0.0558,0.0,0.0663,0.484,104.973,"['k-pop', 'k-pop boy group']"
6427,4Wh5WGtov1VJ6EJ8OQgNeS,https://open.spotify.com/track/4Wh5WGtov1VJ6EJ8OQgNeS,TOMORROW X TOGETHER,0.654,0.88,8.0,-4.819,1.0,0.413,0.00303,0.0,0.32,0.51,108.236,"['k-pop', 'k-pop boy group']"
6428,1DA36fEIoN6IKuDAI6oBbK,https://open.spotify.com/track/1DA36fEIoN6IKuDAI6oBbK,TOMORROW X TOGETHER,0.824,0.527,1.0,-5.256,1.0,0.0691,0.0332,0.0,0.0895,0.707,97.974,"['k-pop', 'k-pop boy group']"
6429,6pU4nUCle2kZR2k3XV86YF,https://open.spotify.com/track/6pU4nUCle2kZR2k3XV86YF,TOMORROW X TOGETHER,0.861,0.679,0.0,-5.608,1.0,0.0784,0.0287,0.0,0.362,0.589,95.985,"['k-pop', 'k-pop boy group']"
6430,1lb61ya67YS87CtjYN0bil,https://open.spotify.com/track/1lb61ya67YS87CtjYN0bil,TOMORROW X TOGETHER,0.747,0.736,5.0,-4.636,0.0,0.0544,0.00158,3.3e-05,0.214,0.703,120.03,"['k-pop', 'k-pop boy group']"
6431,7ypFllJwlotXBJfLjsXhvo,https://open.spotify.com/track/7ypFllJwlotXBJfLjsXhvo,TOMORROW X TOGETHER,0.529,0.806,0.0,-3.8,0.0,0.0364,0.000184,4.87e-06,0.27,0.492,125.09,"['k-pop', 'k-pop boy group']"
6432,3Yp61j6axuQe4nxYWvbOXy,https://open.spotify.com/track/3Yp61j6axuQe4nxYWvbOXy,TOMORROW X TOGETHER,0.776,0.746,5.0,-5.528,0.0,0.0532,0.00551,0.0,0.382,0.581,96.004,"['k-pop', 'k-pop boy group']"
6433,2g1KggY9PKvsoEAOaiz4xx,https://open.spotify.com/track/2g1KggY9PKvsoEAOaiz4xx,Ashnikko,0.834,0.663,8.0,-6.143,1.0,0.133,0.235,0.0,0.372,0.774,121.876,"['alt z', 'escape room']"
6434,37KAHk68qniQvtacrldNmM,https://open.spotify.com/track/37KAHk68qniQvtacrldNmM,Ashnikko,0.843,0.546,2.0,-6.376,1.0,0.0678,0.0535,0.0,0.203,0.718,126.098,"['alt z', 'escape room']"
6435,1S85LGnDPKKOkfuFaK6vFu,https://open.spotify.com/track/1S85LGnDPKKOkfuFaK6vFu,Ashnikko,0.712,0.689,1.0,-5.286,0.0,0.128,0.141,0.0,0.657,0.49,82.98,"['alt z', 'escape room']"
6436,11ZulcYY4lowvcQm4oe3VJ,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ,Ashnikko,0.964,0.398,11.0,-8.981,0.0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,"['alt z', 'escape room']"
6437,2YBN2v1sRizy1bQQFMlDEI,https://open.spotify.com/track/2YBN2v1sRizy1bQQFMlDEI,Ashnikko,0.83,0.578,11.0,-4.596,1.0,0.123,0.0772,0.00215,0.128,0.399,91.039,"['alt z', 'escape room']"
6438,660rulYF3eLCuW6rQpiMdL,https://open.spotify.com/track/660rulYF3eLCuW6rQpiMdL,Ashnikko,0.781,0.487,1.0,-7.301,0.0,0.167,0.105,0.0,0.0802,0.327,129.941,"['alt z', 'escape room']"
6439,1jR9XTpUeT6a82Yz4GNCCo,https://open.spotify.com/track/1jR9XTpUeT6a82Yz4GNCCo,Ashnikko,0.679,0.801,5.0,-4.611,0.0,0.275,0.0236,0.0,0.0573,0.825,173.938,"['alt z', 'escape room']"
6440,5lTjWwzlToolJUVR9Qh3ya,https://open.spotify.com/track/5lTjWwzlToolJUVR9Qh3ya,Ashnikko,0.789,0.83,2.0,-4.297,1.0,0.223,0.0767,0.0,0.266,0.816,144.816,"['alt z', 'escape room']"
6441,4GjzTwHiTbRBGbAzvOTtRu,https://open.spotify.com/track/4GjzTwHiTbRBGbAzvOTtRu,Ashnikko,0.662,0.428,5.0,-5.906,0.0,0.0767,0.698,0.0,0.108,0.128,81.184,"['alt z', 'escape room']"
6442,1LgArQmkSzoTJ1NArGTHLr,https://open.spotify.com/track/1LgArQmkSzoTJ1NArGTHLr,Ashnikko,0.906,0.359,0.0,-7.239,1.0,0.148,0.748,0.0,0.103,0.73,120.003,"['alt z', 'escape room']"
6443,5pebgx4IJ5YvZH2sYOHDRf,https://open.spotify.com/track/5pebgx4IJ5YvZH2sYOHDRf,Barney Sku,0.691,0.281,10.0,-12.504,1.0,0.0338,0.778,0.00734,0.291,0.349,129.845,[]
6444,5ANkjNH7elrxzggidjnH9v,https://open.spotify.com/track/5ANkjNH7elrxzggidjnH9v,Anuel AA,0.777,0.594,4.0,-6.234,0.0,0.153,0.416,3.84e-05,0.103,0.562,82.988,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
6445,4sB0XMLzLCNTMC9hy0Hhwp,https://open.spotify.com/track/4sB0XMLzLCNTMC9hy0Hhwp,Sleepy Mood,0.147,0.965,1.0,-21.34,1.0,0.0574,0.163,0.999,0.379,0.00921,136.858,['rain']
6446,0yImupn4NI5n8XN1yBKWtr,https://open.spotify.com/track/0yImupn4NI5n8XN1yBKWtr,Sleepy Mood,0.109,0.995,7.0,-21.511,0.0,0.0597,0.93,0.913,0.321,1e-05,82.669,['rain']
6447,5jyrtNJBcaFkNyS4yPixkI,https://open.spotify.com/track/5jyrtNJBcaFkNyS4yPixkI,Sleepy Mood,0.133,0.99,10.0,-20.689,0.0,0.0526,0.675,0.98,0.109,0.00689,86.543,['rain']
6448,2fsWt5D7bcEp2vNiJNibhc,https://open.spotify.com/track/2fsWt5D7bcEp2vNiJNibhc,Sleepy Mood,0.212,0.957,10.0,-20.089,0.0,0.0599,0.019,0.49,0.183,0.0208,85.367,['rain']
6449,0Ptmo2C6lPNYqVWBkRRoy2,https://open.spotify.com/track/0Ptmo2C6lPNYqVWBkRRoy2,Sleepy Mood,0.169,0.875,10.0,-21.98,1.0,0.0695,0.0258,0.965,0.602,0.0224,119.971,['rain']
6450,1iy79OEzOQIQvD2z8vwlll,https://open.spotify.com/track/1iy79OEzOQIQvD2z8vwlll,Baby Gang,0.632,0.445,11.0,-10.932,0.0,0.0528,0.605,0.00359,0.249,0.55,131.01,['trap italiana']
6451,3n348I4uE5GZ3tprVdqzPO,https://open.spotify.com/track/3n348I4uE5GZ3tprVdqzPO,Baby Gang,0.7,0.442,7.0,-11.873,1.0,0.0557,0.232,1.86e-05,0.311,0.454,120.017,['trap italiana']
6452,6h35Kup8Tm1jlEinW60rQe,https://open.spotify.com/track/6h35Kup8Tm1jlEinW60rQe,Baby Gang,0.539,0.529,6.0,-10.173,1.0,0.181,0.0717,0.00556,0.124,0.339,122.043,['trap italiana']
6453,3eMaLVonIeNciJ8zTX7DVN,https://open.spotify.com/track/3eMaLVonIeNciJ8zTX7DVN,Baby Gang,0.809,0.487,6.0,-9.979,1.0,0.408,0.107,5.99e-06,0.0838,0.643,124.041,['trap italiana']
6454,2AcnMriG4CEvx9GCTUjZfK,https://open.spotify.com/track/2AcnMriG4CEvx9GCTUjZfK,Baby Gang,0.71,0.679,9.0,-9.351,1.0,0.144,0.0918,0.0,0.0596,0.477,129.947,['trap italiana']
6455,5KxTkXYvYklR1HxZjRk2zP,https://open.spotify.com/track/5KxTkXYvYklR1HxZjRk2zP,Baby Gang,0.578,0.427,9.0,-11.627,0.0,0.379,0.0371,2.04e-06,0.0956,0.559,101.658,['trap italiana']
6456,278GZ0seuKjHUiN8BkV605,https://open.spotify.com/track/278GZ0seuKjHUiN8BkV605,Baby Gang,0.767,0.424,8.0,-10.723,0.0,0.284,0.0169,0.00736,0.109,0.336,104.996,['trap italiana']
6457,6pdrM0LfvkJ3bvkiLClLXb,https://open.spotify.com/track/6pdrM0LfvkJ3bvkiLClLXb,Baby Gang,0.7,0.498,0.0,-10.529,1.0,0.176,0.207,0.0,0.0885,0.42,102.026,['trap italiana']
6458,56oawXplSFrfIJSyZjBgez,https://open.spotify.com/track/56oawXplSFrfIJSyZjBgez,Baby Gang,0.807,0.746,11.0,-9.595,0.0,0.143,0.341,0.000155,0.358,0.728,95.044,['trap italiana']
6459,0OelH7xDuz74pBuypCpOpS,https://open.spotify.com/track/0OelH7xDuz74pBuypCpOpS,Baby Gang,0.759,0.767,9.0,-8.324,0.0,0.0405,0.0409,0.0161,0.089,0.953,118.018,['trap italiana']
6460,5eWc2P8SkZHPCL0V5Dwi8H,https://open.spotify.com/track/5eWc2P8SkZHPCL0V5Dwi8H,Baby Gang,0.879,0.329,7.0,-8.659,1.0,0.0812,0.00866,0.0197,0.0919,0.68,115.058,['trap italiana']
6461,7GMdUBnPCy8ttOJwxUW6HM,https://open.spotify.com/track/7GMdUBnPCy8ttOJwxUW6HM,Baby Gang,0.688,0.523,9.0,-10.36,0.0,0.184,0.297,2.65e-06,0.121,0.237,61.994,['trap italiana']
6462,35IcAVSMsU9qzHfpPbvC8A,https://open.spotify.com/track/35IcAVSMsU9qzHfpPbvC8A,Gracie Abrams,0.617,0.483,11.0,-7.359,1.0,0.0458,0.702,0.000216,0.121,0.176,144.99,['alt z']
6463,5V03tsbEzYG0PmRrh3K4rF,https://open.spotify.com/track/5V03tsbEzYG0PmRrh3K4rF,Gracie Abrams,0.568,0.402,5.0,-11.344,1.0,0.0448,0.787,0.000188,0.103,0.397,125.743,['alt z']
6464,1cR29lpK5mJIlajSpRqfNF,https://open.spotify.com/track/1cR29lpK5mJIlajSpRqfNF,Gracie Abrams,0.79,0.517,6.0,-8.734,1.0,0.0424,0.379,1.47e-06,0.0972,0.476,123.955,['alt z']
6465,1NAWiOec7X7xTa24nXQFCG,https://open.spotify.com/track/1NAWiOec7X7xTa24nXQFCG,Gracie Abrams,0.652,0.261,10.0,-12.569,1.0,0.0404,0.946,7.42e-06,0.156,0.419,126.15,['alt z']
6466,4Sk74gcXTe9dnE1HU5Pn1y,https://open.spotify.com/track/4Sk74gcXTe9dnE1HU5Pn1y,Gracie Abrams,0.722,0.596,5.0,-5.072,1.0,0.185,0.414,9.2e-06,0.133,0.903,94.512,['alt z']
6467,1vJKO2Phq0XB5MoZ6iMx8x,https://open.spotify.com/track/1vJKO2Phq0XB5MoZ6iMx8x,Gracie Abrams,0.679,0.523,7.0,-7.36,1.0,0.0352,0.429,1.52e-05,0.187,0.287,120.032,['alt z']
6468,1uZ2ztIesiuUUHu31sAoFW,https://open.spotify.com/track/1uZ2ztIesiuUUHu31sAoFW,Gracie Abrams,0.568,0.0575,4.0,-14.428,1.0,0.0447,0.917,0.0,0.0987,0.281,128.305,['alt z']
6469,0vZhOON6GYVBxv6ZeeHyZ0,https://open.spotify.com/track/0vZhOON6GYVBxv6ZeeHyZ0,Gracie Abrams,0.465,0.386,1.0,-7.674,1.0,0.14,0.489,8.86e-06,0.342,0.494,169.676,['alt z']
6470,3ofi5ZcJjLuRgS3FX4U6yG,https://open.spotify.com/track/3ofi5ZcJjLuRgS3FX4U6yG,Gracie Abrams,0.507,0.152,9.0,-15.071,1.0,0.0374,0.965,0.0,0.0913,0.38,143.827,['alt z']
6471,35h0oVv5uf0WPNMaFAmNXS,https://open.spotify.com/track/35h0oVv5uf0WPNMaFAmNXS,Gracie Abrams,0.55,0.201,5.0,-14.67,1.0,0.0286,0.92,0.0976,0.124,0.442,93.97,['alt z']
6472,2DWuT8Xe7IeZK6feMqH7it,https://open.spotify.com/track/2DWuT8Xe7IeZK6feMqH7it,Gracie Abrams,0.564,0.125,0.0,-12.253,1.0,0.0516,0.932,0.0,0.102,0.535,93.764,['alt z']
6473,1wXqbn4OVaYBOhgj7Z4did,https://open.spotify.com/track/1wXqbn4OVaYBOhgj7Z4did,Gracie Abrams,0.584,0.199,0.0,-12.263,0.0,0.039,0.964,0.000108,0.114,0.353,196.603,['alt z']
6474,0z5yLgBmAtaylDYrgwzlpH,https://open.spotify.com/track/0z5yLgBmAtaylDYrgwzlpH,Leo Rizzi,0.784,0.689,4.0,-8.216,0.0,0.0385,0.759,0.00536,0.143,0.332,124.025,[]
6475,5mnpMkzp3Z2RCCbwIEZCbv,https://open.spotify.com/track/5mnpMkzp3Z2RCCbwIEZCbv,PlayaPhonk,0.805,0.816,1.0,-4.685,1.0,0.346,0.363,0.826,0.121,0.338,124.966,['drift phonk']
6476,7iXJg4IUyrWont5YSQrbKP,https://open.spotify.com/track/7iXJg4IUyrWont5YSQrbKP,Reik,0.557,0.7,7.0,-5.024,1.0,0.0638,0.115,1.11e-06,0.161,0.681,93.9,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']"
6477,6yMGxqKj0218mFR5KqsMRq,https://open.spotify.com/track/6yMGxqKj0218mFR5KqsMRq,Ray Charles,0.19,0.323,7.0,-12.405,1.0,0.0303,0.626,2.17e-06,0.176,0.281,94.34,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6478,3Tlj9Ujfjt1CGQX0nOQfEK,https://open.spotify.com/track/3Tlj9Ujfjt1CGQX0nOQfEK,Ray Charles,0.562,0.424,8.0,-11.545,1.0,0.12,0.855,0.0,0.432,0.621,103.947,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6479,1RAojIE1usTIDe61JHVEZu,https://open.spotify.com/track/1RAojIE1usTIDe61JHVEZu,Ray Charles,0.226,0.21,0.0,-13.748,1.0,0.0333,0.799,0.0,0.105,0.187,79.861,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6480,3nYZXTm1q3gbwEr38gmvWg,https://open.spotify.com/track/3nYZXTm1q3gbwEr38gmvWg,Ray Charles,0.539,0.271,0.0,-11.552,0.0,0.0384,0.752,0.0,0.0808,0.359,86.989,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6481,3GiK4O8Be3xC0vYZK0Vpqo,https://open.spotify.com/track/3GiK4O8Be3xC0vYZK0Vpqo,Ray Charles,0.688,0.576,8.0,-12.536,1.0,0.0904,0.54,0.65,0.16,0.816,130.806,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6482,66SSY1rlScfQbNNCo3qTn3,https://open.spotify.com/track/66SSY1rlScfQbNNCo3qTn3,Ray Charles,0.357,0.334,3.0,-11.174,1.0,0.0574,0.801,0.00117,0.0802,0.47,72.515,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6483,4lWfYKls8VEDJv4ytBCmr2,https://open.spotify.com/track/4lWfYKls8VEDJv4ytBCmr2,Ray Charles,0.373,0.326,5.0,-12.45,0.0,0.0429,0.624,0.00275,0.365,0.412,67.642,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6484,5dUMh0ugelpKfoFp3qChuK,https://open.spotify.com/track/5dUMh0ugelpKfoFp3qChuK,Ray Charles,0.598,0.571,8.0,-12.616,0.0,0.139,0.704,0.0,0.513,0.962,173.141,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6485,5EpwOn2sBvXXKiwO68g7a1,https://open.spotify.com/track/5EpwOn2sBvXXKiwO68g7a1,Ray Charles,0.408,0.374,6.0,-12.717,0.0,0.0571,0.502,0.0,0.365,0.74,152.073,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6486,3JTEmtKuRISsgicZCCAyOQ,https://open.spotify.com/track/3JTEmtKuRISsgicZCCAyOQ,Ray Charles,0.477,0.126,3.0,-17.717,1.0,0.0427,0.816,0.0,0.0732,0.301,131.279,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6487,0alZ7VtyP8OBkdIhDuBvTX,https://open.spotify.com/track/0alZ7VtyP8OBkdIhDuBvTX,Ray Charles,0.699,0.464,8.0,-11.221,1.0,0.0489,0.582,0.0,0.104,0.863,143.235,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6488,0OW5klw1G3VHc9QR7KRHAf,https://open.spotify.com/track/0OW5klw1G3VHc9QR7KRHAf,Ray Charles,0.297,0.315,5.0,-12.726,1.0,0.0311,0.69,0.0,0.34,0.358,79.627,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6489,0oj0Ryi7JecS3oTYb2Ssr4,https://open.spotify.com/track/0oj0Ryi7JecS3oTYb2Ssr4,Ray Charles,0.237,0.286,0.0,-12.529,0.0,0.0313,0.901,0.0,0.103,0.416,83.58,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6490,0fNvvcox7TRBsHZGggaH1q,https://open.spotify.com/track/0fNvvcox7TRBsHZGggaH1q,Ray Charles,0.44,0.443,5.0,-11.546,1.0,0.0398,0.76,1.54e-05,0.138,0.786,131.456,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6491,3pMOeBxPLb9M8sk5v7HYqi,https://open.spotify.com/track/3pMOeBxPLb9M8sk5v7HYqi,Ray Charles,0.396,0.134,5.0,-12.651,1.0,0.0284,0.848,0.0,0.162,0.457,101.464,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6492,6ItS7Be3qPXnsUi8EFd23n,https://open.spotify.com/track/6ItS7Be3qPXnsUi8EFd23n,Ray Charles,0.435,0.4,1.0,-12.336,1.0,0.041,0.675,0.0,0.175,0.743,90.073,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6493,3KtLLTfMX9DrrahuU6hLfp,https://open.spotify.com/track/3KtLLTfMX9DrrahuU6hLfp,Ray Charles,0.356,0.574,3.0,-9.797,1.0,0.0493,0.364,0.0,0.0881,0.923,72.092,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6494,3pADNu35NO0MjwpbZfTyvi,https://open.spotify.com/track/3pADNu35NO0MjwpbZfTyvi,Ray Charles,0.292,0.163,8.0,-14.03,1.0,0.0302,0.648,6.08e-06,0.0996,0.312,100.094,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6495,7adz2IqJlQopl1AxWbZuQT,https://open.spotify.com/track/7adz2IqJlQopl1AxWbZuQT,Ray Charles,0.407,0.492,7.0,-13.524,1.0,0.199,0.473,0.0,0.0511,0.688,69.525,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6496,0L6FgJOMI3FuZ3LiWfPs4a,https://open.spotify.com/track/0L6FgJOMI3FuZ3LiWfPs4a,Ray Charles,0.501,0.432,5.0,-11.662,0.0,0.108,0.814,0.0,0.35,0.863,109.944,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6497,1Ddm8BDBLKHJ3lgZ7OfMds,https://open.spotify.com/track/1Ddm8BDBLKHJ3lgZ7OfMds,Ray Charles,0.42,0.262,10.0,-12.448,1.0,0.0323,0.767,0.0,0.308,0.507,112.452,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6498,6OdqY21k0traMprm07d0Ui,https://open.spotify.com/track/6OdqY21k0traMprm07d0Ui,Ray Charles,0.31,0.15,2.0,-15.727,0.0,0.0308,0.54,0.0,0.304,0.321,66.508,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6499,6RZAfpcRBX6Lz84b0n8s9x,https://open.spotify.com/track/6RZAfpcRBX6Lz84b0n8s9x,Ray Charles,0.474,0.357,3.0,-13.583,0.0,0.0655,0.525,0.00152,0.405,0.53,184.142,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6500,7KguloPVlRYvTwOrFm15Vq,https://open.spotify.com/track/7KguloPVlRYvTwOrFm15Vq,Ray Charles,0.637,0.497,5.0,-9.84,1.0,0.413,0.395,0.0,0.646,0.733,80.689,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6501,5a6lIpplDJYyFqDYW3LJfb,https://open.spotify.com/track/5a6lIpplDJYyFqDYW3LJfb,Ray Charles,0.456,0.515,2.0,-11.725,1.0,0.343,0.742,0.0,0.692,0.456,63.461,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6502,7MfSEgu4bBcRF9vUM2SMAV,https://open.spotify.com/track/7MfSEgu4bBcRF9vUM2SMAV,Ray Charles,0.554,0.553,9.0,-10.596,1.0,0.0632,0.289,0.0,0.501,0.839,92.495,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6503,10tKcj7vbYs6YngQANF2IP,https://open.spotify.com/track/10tKcj7vbYs6YngQANF2IP,Ray Charles,0.387,0.398,8.0,-11.349,1.0,0.0325,0.638,0.0,0.231,0.621,104.093,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6504,1rGfoDgjzt9wPmlf9a1wNX,https://open.spotify.com/track/1rGfoDgjzt9wPmlf9a1wNX,Ray Charles,0.349,0.615,5.0,-11.57,0.0,0.0431,0.651,0.0,0.166,0.727,119.185,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6505,5xGTGS5CemR4fpguOUyHGr,https://open.spotify.com/track/5xGTGS5CemR4fpguOUyHGr,Ray Charles,0.204,0.299,8.0,-12.232,1.0,0.038,0.664,0.0,0.157,0.405,201.811,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6506,0E0xcM8WQowFFjKEAHczBG,https://open.spotify.com/track/0E0xcM8WQowFFjKEAHczBG,Ray Charles,0.354,0.248,1.0,-13.923,1.0,0.0316,0.623,4.18e-06,0.134,0.666,77.512,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6507,3s7B21flHFSCJzrFHAQq18,https://open.spotify.com/track/3s7B21flHFSCJzrFHAQq18,Ray Charles,0.392,0.363,1.0,-12.404,1.0,0.0381,0.74,0.0,0.0901,0.405,184.125,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
6508,4TFcoblkuROJ5XWLOsZvjE,https://open.spotify.com/track/4TFcoblkuROJ5XWLOsZvjE,Ray Charles,0.368,0.272,6.0,-13.707,1.0,0.03,0.75,0.0,0.0875,0.485,67.509,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
